ID,v2
1572,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
1574,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
1581,Good. Good job. I like entrepreneurs
1582,Are you ok. What happen to behave like this
1587,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
1591,What you doing?how are you?
1594,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
1596,500 free text msgs. Just text ok to 80488 and we'll credit your account
1598,Haha... Really oh no... How? Then will they deduct your lesson tmr?
1608,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
1616,I dont know exactly could you ask chechi.
1621,Is ur paper in e morn or aft tmr?
1623,"By the way, 'rencontre' is to meet again. Mountains dont...."
1626,Have you heard from this week?
1633,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
1643,K.k.how is your business now?
1645,"Jay wants to work out first, how's 4 sound?"
1652,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
1659,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
1663,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.
1667,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\"""""
1670,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
1671,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
1676,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
1681,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
1684,u r a winner U ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
1689,Take some small dose tablet for fever
1692,o turns out i had stereo love on mi phone under the unknown album.
1693,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
1697,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117
1699,Asking do u knw them or nt? May be ur frnds or classmates?
1701,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
1703,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
1706,Just send a text. We'll skype later.
1707,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate"
1709,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call"
1719,K.k.this month kotees birthday know?
1722,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
1723,I dunno until when... Lets go learn pilates...
1727,Hi.:)technical support.providing assistance to us customer through call and email:)
1737,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
1742,What time. IÛ÷m out until prob 3 or so
1743,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
1747,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
1750,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16"
1751,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
1753,I dunno lei... Like dun haf...
1754,East coast
1756,I think its far more than that but find out. Check google maps for a place from your dorm.
1764,Gudnite....tc...practice going on
1766,U still havent got urself a jacket ah?
1768,Ok lar... Joking wif u oni...
1772,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT"
1773,Yup ok thanx...
1779,Lol for real. She told my dad I have cancer
1787,Yes. It's all innocent fun. O:-)
1790,So dont use hook up any how
1791,At WHAT TIME should i come tomorrow
1801,Goodnight da thangam I really miss u dear.
1805,K:)i will give my kvb acc details:)
1817,Double eviction this week - Spiral and Michael and good riddance to them!
1818,And now electricity just went out fml.
1820,Oh for fuck's sake she's in like tallahassee
1825,I enjoy watching and playing football and basketball. Anything outdoors. And you?
1827,Can not use foreign stamps in this country.
1830,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
1832,But you dint in touch with me.
1834,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
1838,"Its good, we'll find a way"
1840,Hello which the site to download songs its urgent pls
1841,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
1849,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
1851,When/where do I pick you up
1853,What is this 'hex' place you talk of? Explain!
1854,Fine am simply sitting.
1856,How dare you change my ring
1860,If we win its really no 1 side for long time.
1862,Hope youåÕre not having too much fun without me!! see u tomorrow love jess x
1866,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
1868,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
1871,"We're all getting worried over here, derek and taylor have already assumed the worst"
1888,Er mw im filled tuth is aight
1890,Sorry de i went to shop.
1892,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know
1893,"\Im on gloucesterroad what are uup to later?\"""""
1901,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
1907,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
1917,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
1922,Hey gals.. Anyone of u going down to e driving centre tmr?
1927,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
1929,Anything lor is she coming?
1932,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
1934,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
1935,I ask if u meeting da ge tmr nite...
1937,What r u cooking me for dinner?
1940,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
1941,Gam gone after outstanding innings.
1943,Waaaat?? Lololo ok next time then!
1947,I donno its in your genes or something
1950,"Yep, by the pretty sculpture"
1954,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
1958,Can you just come in for a sec? There's somebody here I want you to see
1959,"Not yet chikku..going to room nw, i'm in bus.."
1961,Arun can u transfr me d amt
1966,Taka lor. Wat time u wan 2 come n look 4 us?
1973,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.
1975,Its normally hot mail. Com you see!
1980,After the drug she will be able to eat.
1983,Not yet chikku..wat abt u?
1987,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon..."
1990,Oh dang! I didn't mean o send that to you! Lol!
1991,Auntie huai juan never pick up her phone
1997,"I call you later, don't have network. If urgnt, sms me."
2000,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now
2010,Hey mr whats the name of that bill brison book the one about language and words 
2013,No message..no responce..what happend?
2014,After completed degree. There is no use in joining finance.
2018,When can Ì_ come out?
2027,I want to go to perumbavoor
2028,If he started searching he will get job in few days.he have great potential and talent.
2030,Probably gonna swing by in a wee bit
2031,Y Ì_ wan to go there? C doctor?
2034,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
2039,Dear we got  &lt;#&gt;  dollars hi hi
2044,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
2050,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
2061,Yes:)sura in sun tv.:)lol.
2067,Can Ì_ send me a copy of da report?
2072,Is it your yahoo boys that bring in the perf? Or legal.
2076,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
2079,In fact when do you leave? I think addie goes back to school tues or wed
2085,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
2088,Ok lor... Or u wan me go look 4 u?
2090,Lol great now im getting hungry.
2092,Are you up for the challenge? I know i am :)
2101,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
2103,"Alright, we're all set here, text the man"
2105,That is wondarfull song
2107,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy
2112,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
2119,Yes but I don't care cause I know its there!
2125,If I die I want u to have all my stuffs.
2132,Why didn't u call on your lunch?
2148,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
2149,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
2153,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
2155,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.
2163,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
2166,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
2176,Does daddy have a bb now.
2178,Call me when u're done...
2183,"Call me, i am senthil from hsbc."
2185,That was random saw my old roomate on campus. He graduated
2189,Hmmm.still we dont have opener?
2190,Lil fever:) now fine:)
2191,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
2194,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
2195,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
2197,Yup... I havent been there before... You want to go for the yoga? I can call up to book 
2202,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning"
2205,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
2208,If I get there before you after your ten billion calls and texts so help me god
2213,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
2215,So wat's da decision?
2217,Yup but it's not giving me problems now so mayb i'll jus leave it...
2218,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
2224,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
2225,Super msg da:)nalla timing.
2229,No go. No openings for that room 'til after thanksgiving without an upcharge.
2230,Ha ha ha good joke. Girls are situation seekers.
2233,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
2240,"Sorry pa, i dont knw who ru pa?"
2241,"I'm in a meeting, call me later at"
2244,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
2245,Sir send to group mail check it.
2248,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
2251,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
2260,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!
2261,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. 
2263,Hi dear we saw dear. We both are happy. Where you my battery is low
2266,Did u got that persons story
2267,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone
2268,I went to project centre
2273,K:)eng rocking in ashes:)
2279,Dear good morning now only i am up
2285,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night"""
2294,Wat r u doing?
2295,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.
2312,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
2315,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
2316,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
2324,Then dun wear jeans lor...
2325,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
2326,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
2330,Of course. I guess god's just got me on hold right now.
2339,Yup... From what i remb... I think should be can book... 
2340,"Usf I guess, might as well take 1 car"
2341,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
2347,Dont worry. I guess he's busy.
2351,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
2356,I am late. I will be there at
2358,On the way to office da..
2360,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
2365,Thanks for loving me so. You rock
2369,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
2370,Cancel cheyyamo?and get some money back?
2371,tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
2373,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
2374,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
2378,Yes watching footie but worried we're going to blow it - Phil Neville?
2379,Any way where are you and what doing.
2380,Yup having my lunch buffet now.. U eat already?
2382,"Aight, text me tonight and we'll see what's up"
2383,"Ask g or iouri, I've told the story like ten times already"
2397,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...
2400,U dun say so early hor... U c already then say...
2402,Jos ask if u wana meet up?
2403,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
2405,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
2407,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
2408,Is xy going 4 e lunch?
2422,Yes fine 
2424,What happen dear tell me
2426,There is a first time for everything :)
2427,Gokila is talking with you aha:)
2434,"That means you got an A in epi, she.s fine. She.s here now."
2444,Nobody can decide where to eat and dad wants Chinese
2451,Gud mrng dear have a nice day
2454,Did u got that persons story
2456,Ok. There may be a free gym about.
2457,\HEY KATE
2458,Well. Balls. Time to make calls
2467,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! 
2478,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
2479,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
2494,I am not sure about night menu. . . I know only about noon menu
2508,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
2511,I sent you  &lt;#&gt;  bucks
2514,Stupid.its not possible
2520,His frens go then he in lor. Not alone wif my mum n sis lor.
2522,Alex says he's not ok with you not being ok with it
2524,I'm fine. Hope you are also
2527,You getting back any time soon?
2528,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
2529,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
2531,Where @
2535,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
2540,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
2543,i see. When we finish we have loads of loans to pay
2551,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
2552,Ok then u tell me wat time u coming later lor.
2564,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
2566,Wat's my dear doing? Sleeping ah?
2569,"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
2572,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity 
2575,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)"
2576,And is there a way you can send shade's stuff to her. And she has been wonderful too.
2578,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... 
2579,Ur HMV Quiz cash-balance is currently å£500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
2585,Home so we can always chat
2587,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
2588,It is a good thing I'm now getting the connection to bw
2593,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
2595,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
2601,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
2603,"Aight I'll grab something to eat too, text me when you're back at mu"
2607,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
2609,Hey gals...U all wanna meet 4 dinner at nÌÂte? 
2612,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
2616,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
2618,Still in customer place
2626,Men like shorter ladies. Gaze up into his eyes.
2627,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8"
2631,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
2636,Will do. Have a good day
2637,"Text me when you get off, don't call, my phones having problems"
2640,How much are we getting?
2642,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
2654,"Aight, lemme know what's up"
2656,Nope i waiting in sch 4 daddy... 
2658,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
2665,I am going to sleep. I am tired of travel.
2670,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
2671,HAPPY NEW YEAR MY NO.1 MAN
2687,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
2690,Hey come online! Use msn... We are all there
2691,Ok lor... But buy wat?
2697,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
2707,Mm you ask him to come its enough :-)
2709,Let me know when you've got the money so carlos can make the call
2715,What your plan for pongal?
2717,Dunno lei... I thk mum lazy to go out... I neva ask her yet...
2725,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
2730,You dont know you jabo me abi.
2732,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
2735,Any pain on urination any thing else?
2739,Tomarrow final hearing on my laptop case so i cant.
2741,Omg it could snow here tonite!
2744,It certainly puts things into perspective when something like this happens
2749,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921"
2750,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
2753,I.ll hand her my phone to chat wit u
2754,Oh:)as usual vijay film or its different?
2755,"Ya tel, wats ur problem.."
2756,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?
2763,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
2770,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\"""""
2777,Me fine..absolutly fine
2778,Not tonight mate. Catching up on some sleep. This is my new number by the way. 
2783,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
2791,You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! 
2794,aathi..where are you dear..
2798,Full heat pa:-) i have applyed oil pa.
2800,"Sir Goodmorning, Once free call me."
2805,Nah im goin 2 the wrks with j wot bout u?
2808,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
2813,thanks for the temales it was wonderful. Thank. Have a great week.
2817,Sorry that was my uncle. I.ll keep in touch
2818,"Tick, tick, tick ... Babe"
2824,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
2829,Not a drop in the tank
2831,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
2833,Smith waste da.i wanna gayle.
2840,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
2841,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
2842,Rats. Hey did u ever vote for the next themes?
2850,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 
2859,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.
2874,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
2876,Wish u many many returns of the day.. Happy birthday vikky..
2879,Stupid auto correct on my phone
2884,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
2888,Whatsup there. Dont u want to sleep
2890,"K, can that happen tonight?"
2902,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
2907,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
2914,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
2916,"Hey , is * rite u put åÈ10 evey mnth is that all?"
2921,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
2924,She doesnt need any test.
2926,Do Ì_ all wan 2 meet up n combine all the parts? How's da rest of da project going?
2929,Ya very nice. . .be ready on thursday
2934,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
2940,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
2941,Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
2944,Yeah we do totes. When u wanna?
2947,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\"""""
2948,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
2952,I uploaded mine to Facebook
2954,Cos i want it to be your thing
2956,"Sorry, I'll call later"
2962,All e best 4 ur driving tmr :-)
2972,"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
2987,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
2993,So can collect ur laptop?
2997,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
3003,That is wondar full flim.
3010,"Good! No, donÛ÷t need any receiptsÛÓwell done! (Û_) Yes, please tell . WhatÛ÷s her number, i could ring her"
3011,Ok...
3014,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
3030,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx
3031,Ok... Take ur time n enjoy ur dinner...
3035,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
3036,"Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck."
3038,Jay says that you're a double-faggot
3041,I'm at home. Please call
3043,Oh k.i think most of wi and nz players unsold.
3049,Please tell me you have some of that special stock you were talking about
3051,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
