ID,v1,v2
785,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
786,ham,And of course you should make a stink!
787,ham,Ok no prob...
788,ham,"Thursday night? Yeah, sure thing, we'll work it out then"
789,ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
790,ham,Ok i am on the way to railway
791,ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
792,spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or å£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
793,ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
794,ham,R u still working now?
796,ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?
797,ham,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... 
798,ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
799,ham,"Hey elaine, is today's meeting still on?"
801,ham,I was gonna ask you lol but i think its at 7
802,ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
803,ham,Every day i use to sleep after  &lt;#&gt;  so only.
804,ham,Hmmm:)how many players selected?
805,ham,"I'll get there at 3, unless you guys want me to come some time sooner"
806,ham,Wanna do some art?! :D
808,ham,"Aight no rush, I'll ask jay"
809,ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
810,ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
811,ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
814,ham,Keep my payasam there if rinu brings
815,ham,I pocked you up there before
816,ham,I absolutely LOVE South Park! I only recently started watching the office.
817,ham,Oh Howda gud gud.. Mathe en samachara chikku:-)
819,ham,One of best dialogue in cute reltnship..!! \Wen i Die
820,ham,I cant pick the phone right now. Pls send a message
821,ham,"Call me da, i am waiting for your call."
822,ham,What was she looking for?
823,ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
824,ham,Your bill at 3 is å£33.65 so thats not bad!
825,ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
827,ham,Yup i shd haf ard 10 pages if i add figures... ÌÏ all got how many pages?
828,ham,Haf u found him? I feel so stupid da v cam was working.
829,ham,i am going to bed now prin
831,ham,How much is blackberry bold2 in nigeria.
832,ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
833,ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"""
834,spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
835,ham,I'm ok. Will do my part tomorrow
836,ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG
837,ham,Fine. Do you remember me.
838,ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
839,ham,We have pizza if u want
840,ham,Finish liao... U?
845,ham,Gud mrng dear hav a nice day
846,ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
847,ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too
848,ham,Ladies first and genus second k .
849,ham,I HAVE A DATE ON SUNDAY WITH WILL!!
851,ham,Also andros ice etc etc
852,ham,Happy new year. Hope you are having a good semester
854,ham,Shhhhh nobody is supposed to know!
856,ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
857,ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN 
858,ham,"Probably not, I'm almost out of gas and I get some cash tomorrow"
859,ham,If you r @ home then come down within 5 min
860,ham,I'm not sure if its still available though
861,spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
866,ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u.."
869,spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
870,ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.
871,spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
873,spam,"Win the newest åÒHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
875,ham,"Night night, see you tomorrow"
876,ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
877,ham,Did u find out what time the bus is at coz i need to sort some stuff out.
878,ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
880,spam,"Latest News! Police station toilet stolen, cops have nothing to go on!"
881,spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
882,ham,"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
885,ham,Oh. U must have taken your REAL Valentine out shopping first.
886,ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.
887,ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
888,ham,....photoshop makes my computer shut down.
889,ham,Ill call you evening ill some ideas.
890,ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
891,ham,Hi kindly give us back our documents which we submitted for loan from STAPATI
893,ham,So the sun is anti sleep medicine.
894,ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
895,ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? 
898,ham,I emailed yifeng my part oredi.. Can Ì_ get it fr him..
901,spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8"
902,ham,How much you got for cleaning
903,ham,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
904,ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
905,ham,Lol no ouch but wish i'd stayed out a bit longer
906,ham,Ok. I only ask abt e movie. U wan ktv oso?
908,ham,Apps class varaya elaya.
909,ham,Me n him so funny...
910,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
912,ham,That's y u haf 2 keep me busy...
913,ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
914,ham,Its too late:)but its k.wish you the same.
916,spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529
917,ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
918,ham,Jus finish blowing my hair. U finish dinner already?
920,ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
921,ham,Can you open the door?
922,ham,Not able to do anything.
923,ham,Ok.
924,ham,"It's cool, we can last a little while. Getting more any time soon?"
925,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
926,ham,Hi :)finally i completed the course:)
927,ham,Ok both our days. So what are you making for dinner tonite? Am I invited?
928,ham,Onum ela pa. Normal than.
929,ham,What Today-sunday..sunday is holiday..so no work..
930,ham,Yo! Howz u? girls never rang after india. L
931,ham,Thank you baby! I cant wait to taste the real thing...
932,spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99
933,ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
935,ham,Will be office around 4 pm. Now i am going hospital.
936,ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
937,ham,Oops my phone died and I didn't even know. Yeah I like it better.
938,ham,Whatsup there. Dont u want to sleep
939,ham,"Ya, told..she was asking wats matter?"
941,ham,The bus leaves at  &lt;#&gt; 
942,ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'"
944,ham,Jus came back fr lunch wif my sis only. U leh?
946,ham,So i'm doing a list of buyers.
947,ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
948,ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
949,ham,Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.
951,ham,Come to medical college at 7pm ......forward it da
952,ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...
953,spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX"
954,ham,U don't remember that old commercial?
955,ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
956,spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
957,ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.
958,spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML"
959,ham,I have no idea where you are
960,spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@å£1.50rcvd
961,ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
962,spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF
964,ham,Its ok..come to my home it vl nice to meet and v can chat..
965,ham,Now only i reached home. . . I am very tired now. . I will come tomorro
967,ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later
968,ham,Pick you up bout 7.30ish? What time are  and that going?
969,ham,K..give back my thanks.
970,ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
971,ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!
973,ham,Thats cool. Where should i cum? On you or in you? :)
974,spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
975,ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
976,ham,"* Was really good to see you the other day dudette, been missing you!"
979,ham,Got meh... When?
981,ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
982,ham,Try neva mate!!
983,ham,Which channel:-):-):):-).
984,ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
985,ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
987,ham,I have to take exam with march 3
988,spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
989,ham,I will take care of financial problem.i will help:)
990,spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
991,spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL
994,ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
996,ham,Well its not like you actually called someone a punto. That woulda been worse.
997,ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
998,ham,Great! I have to run now so ttyl!
999,ham,Oh great. I.ll disturb him more so that we can talk.
1000,ham,So u gonna get deus ex?
1001,ham,U come n search tat vid..not finishd..
1005,ham,There are no other charges after transfer charges and you can withdraw anyhow you like
1007,ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much"
1008,ham,So wats ur opinion abt him and how abt is character?
1010,ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ..."
1011,spam,Ringtone Club: Gr8 new polys direct to your mobile every week !
1012,ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
1016,ham,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\"""""
1017,ham,You know what hook up means right?
1018,ham,Ok. How many should i buy.
1019,ham,Just buy a pizza. Meat lovers or supreme. U get to pick.
1020,spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
1021,ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?"
1022,ham,Like a personal sized or what
1024,ham,Yes:)here tv is always available in work place..
1025,ham,7 at esplanade.. Do Ì_ mind giving me a lift cos i got no car today..
1026,ham,I am great princess! What are you thinking about me? :)
1027,ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
1028,ham,"Alright omw, gotta change my order to a half8th"
1029,ham,Great to hear you are settling well. So what's happenin wit ola?
1030,ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!
1031,ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
1032,ham,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."""
1033,ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?
1034,ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
1036,ham,"Total disappointment, when I texted you was the craziest shit got :("
1037,ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
1038,ham,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?
1039,ham,I dont have that much image in class.
1040,spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
1041,ham,"\Gimme a few\"" was  &lt;#&gt;  minutes ago"""
1042,spam,Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
1045,ham,"Doing nothing, then u not having dinner w us?"
1046,ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
1047,ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
1048,ham,I'm hungry buy smth home...
1049,ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
1050,ham,Great. Never been better. Each day gives even more reasons to thank God
1053,ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
1054,ham,These won't do. Have to move on to morphine
1055,ham,Aiyo please Ì_ got time meh.
1056,ham,"Nah man, my car is meant to be crammed full of people"
1057,ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo"
1058,ham,Hey... are you going to quit soon? Xuhui and i working till end of the month 
1059,spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
1060,ham,Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...
1061,ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
1062,ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
1063,ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
1064,ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm
1065,spam,Win a å£1000 cash prize or a prize worth å£5000
1069,ham,I cant pick the phone right now. Pls send a message
1071,ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
1072,ham,K.:)you are the only girl waiting in reception ah?
1073,ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
1074,ham,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx
1075,ham,Am watching house ÛÒ very entertaining ÛÒ am getting the whole hugh laurie thing ÛÒ even with the stick ÛÒ indeed especially with the stick.
1077,ham,4 oclock at mine. Just to bash out a flat plan.
1078,ham,did u get that message
1079,ham,I'm in chennai velachery:)
1080,ham,"Thanks, I'll keep that in mind"
1081,ham,I'm at work. Please call
1082,ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
1083,ham,Call me when u finish then i come n pick u.
1084,ham,Sleeping nt feeling well
1087,spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
1089,ham,"Geeeee ... Your internet is really bad today, eh ?"
1090,ham,Goodmorning sleeping ga.
1091,spam,"our mobile number has won å£5000, to claim calls us back or ring the claims hot line on 09050005321."
1093,ham,Where do you need to go to get it?
1094,ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
1095,ham,Give me a sec to think think about it
1098,ham,ÌÏ no home work to do meh... 
1100,ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
1101,ham,Also are you bringing galileo or dobby
1102,ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
1103,ham,Hi good mornin.. Thanku wish u d same..
1104,ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
1105,ham,Yes:)from last week itself i'm taking live call.
1106,ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ÌÏ got a lot of work ar?
1107,ham,Too late. I said i have the website. I didn't i have or dont have the slippers
1108,ham,Already am squatting is the new way of walking
1111,ham,ALRITE
1112,ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
1113,ham,I will be gentle princess! We will make sweet gentle love...
1114,ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT"""
1116,ham,No no:)this is kallis home ground.amla home town is durban:)
1118,ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
1119,ham,I dunno they close oredi not... ÌÏ v ma fan...
1121,ham,\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But
1125,spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
1126,ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
1127,ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
1128,ham,Hey you around? I've got enough for a half + the ten I owe you
1129,ham,So i asked how's anthony. Dad. And your bf
1130,ham,Ok i've sent u da latest version of da project.
1131,ham,You will be in the place of that man
1132,ham,Gd luck 4 ur exams :-)
1133,spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
1134,ham,All e best 4 ur exam later.
1135,spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
1136,ham,Reverse is cheating. That is not mathematics.
1137,ham,Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!
1138,ham,Yo come over carlos will be here soon
1139,ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
1141,ham,they released another Italian one today and it has a cosign option
1143,spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
1144,ham,"fyi I'm at usf now, swing by the room whenever"
1145,ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
1147,ham,Oh k :)why you got job then whats up?
1148,spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
1149,spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
1150,ham,* Thought I didn't see you.
1151,ham,And miss vday the parachute and double coins??? U must not know me very well...
1152,ham,Yo you around? A friend of mine's lookin to pick up later tonight
1153,spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
1154,spam,Thanks for your subscription to Ringtone UK your mobile will be charged å£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
1155,ham,Guess who spent all last night phasing in and out of the fourth dimension
1156,ham,JADE ITS PAUL. Y DIDNåÕT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
1157,ham,Just nw i came to hme da..
1158,ham,"K, I might come by tonight then if my class lets out early"
1159,ham,"ItÛ÷s reassuring, in this crazy world."
1160,ham,Hey r Ì_ still online? I've finished the formatting...
1163,ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
1164,ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
1165,spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
1166,ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
1167,ham,happened here while you were adventuring
1168,ham,Umma my life and vava umma love you lot dear
1169,ham,Have you got Xmas radio times. If not i will get it now
1170,ham,That depends. How would you like to be treated? :)
1172,ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? "
1174,ham,S but not able to sleep.
1175,ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.
1176,ham,Why she wants to talk to me
1179,ham,"Yeah, probably here for a while"
1180,ham,I want to see your pretty pussy...
1182,ham,Moji just informed me that you saved our lives. Thanks.
1183,ham,Aiyah u did ok already lar. E nydc at wheellock?
1184,spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
1185,spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
1187,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
1188,ham,Thanks for understanding. I've been trying to tell sura that.
1189,ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
1191,spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
1194,ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
1195,ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
1196,spam,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
1199,ham,"I'll see, but prolly yeah"
1200,ham,Good morning princess! How are you?
1201,ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic
1202,ham,K:)all the best:)congrats...
1203,ham,Ill be at yours in about 3 mins but look out for me
1205,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
1206,ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march Û_ ish!
1208,ham,K..k.:)congratulation ..
1209,ham,"G says you never answer your texts, confirm/deny"
1210,spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
1211,ham,"Until 545 lor... Ya, can go 4 dinner together..."
1212,ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
1213,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay."
1214,ham,Oh thanks a lot..i already bought 2 eggs ..
1215,ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
1216,ham,\SHIT BABE.. THASA BIT MESSED UP.YEH
1218,ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
1219,ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
1220,ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x
1221,ham,Still i have not checked it da. . .
1222,ham,"Sure, whenever you show the fuck up &gt;:("
1223,ham,IM GONNA MISS U SO MUCH
1226,ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.
1227,ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
1228,ham,Mm i had my food da from out
1229,ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
1230,ham,R u saying i should re order the slippers cos i had to pay for returning it.
1231,ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
