index,Name,Platform,Year_of_Release,Genre,Publisher,JP_Sales,Critic_Score,Critic_Count,Global_Sales
16547,Heart no Kuni no Alice: Wonderful Twin World,PSP,2014.0,Adventure,Quinrose,0.01,,,0.01
2177,Army of Two: The 40th Day,X360,2010.0,Shooter,Electronic Arts,0.0,73.0,79.0,0.95
16012,Adventure Time: The Secret of the Nameless ,3DS,2014.0,Adventure,Little Orbit,0.0,,,0.02
1346,Sonic Rivals,PSP,2006.0,Racing,Sega,0.0,64.0,25.0,1.42
2164,PlayStation All-Stars Battle Royale,PS3,2012.0,Action,Sony Computer Entertainment,0.04,74.0,69.0,0.95
2377,Madden NFL 08,Wii,2007.0,Sports,Electronic Arts,0.0,76.0,29.0,0.87
4390,Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012.0,Fighting,Namco Bandai Games,0.01,74.0,35.0,0.44
1509,Yoshi's Woolly World,WiiU,2015.0,Platform,Nintendo,0.11,78.0,83.0,1.3
11626,Worms: Open Warfare,DS,2006.0,Strategy,THQ,0.0,64.0,24.0,0.08
4422,"SpongeBob SquarePants: Lights, Camera, Pants!",GC,2005.0,Misc,THQ,0.0,,,0.44
4861,Ultimate Spider-Man,XB,2005.0,Action,Activision,0.0,77.0,53.0,0.39
13313,Detective Conan: Marionette Symphony,3DS,2013.0,Adventure,Namco Bandai Games,0.05,,,0.05
7582,MDK,PS,1997.0,Shooter,Interplay,0.0,,,0.2
12274,Cardfight!! Vanguard: Lock On Victory!!,3DS,2014.0,Misc,FuRyu,0.07,,,0.07
439,Mario Party 9,Wii,2012.0,Misc,Nintendo,0.76,73.0,45.0,3.13
14542,Nettou! Powerful Koushien,DS,2010.0,Sports,Konami Digital Entertainment,0.03,,,0.03
3700,SRS: Street Racing Syndicate,PS2,2004.0,Racing,Namco Bandai Games,0.0,,,0.54
3814,Mario Tennis: Power Tour,GBA,2005.0,Sports,Nintendo,0.19,81.0,21.0,0.52
3109,Drakengard,PS2,2003.0,Role-Playing,Square Enix,0.26,63.0,55.0,0.65
16520,Railfan,PS3,2006.0,Simulation,Ongakukan,0.01,,,0.01
6201,Trivial Pursuit,PS3,2009.0,Misc,Electronic Arts,0.0,66.0,13.0,0.28
6060,Sengoku Basara: Samurai Heroes,Wii,2010.0,Action,Capcom,0.2,65.0,18.0,0.29
897,The Legend of Zelda: Oracle of Ages,GB,2001.0,Action,Nintendo,0.41,,,1.92
14699,Merv Griffin's Crosswords,DS,2008.0,Puzzle,ValuSoft,0.0,,,0.03
13863,Valhalla Knights 2: Battle Stance,PSP,2009.0,Role-Playing,Marvelous Interactive,0.04,,,0.04
3485,London 2012: The Official Video Game of the Olympic Games,X360,2012.0,Sports,Sega,0.0,,,0.58
3923,World Championship Poker,XB,2004.0,Misc,Crave Entertainment,0.0,66.0,7.0,0.51
13618,Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016.0,Action,Activision,0.0,,,0.04
865,Devil May Cry 2,PS2,2003.0,Action,Capcom,0.51,68.0,40.0,1.97
5407,Yu-Gi-Oh! 5D's Tag Force 5,PSP,2010.0,Strategy,Konami Digital Entertainment,0.14,,,0.34
12408,Mystic Heroes,PS2,2002.0,Action,Tecmo Koei,0.0,67.0,7.0,0.06
3412,Kane & Lynch 2: Dog Days,PS3,2010.0,Shooter,Square Enix,0.05,,,0.59
4901,Metal Gear Solid HD Edition,PSV,2012.0,Action,Konami Digital Entertainment,0.05,,,0.39
12853,Izuna 2: The Unemployed Ninja Returns,DS,2007.0,Role-Playing,Success,0.0,65.0,18.0,0.06
3827,Final Fantasy Chronicles,PS,2001.0,Role-Playing,Square,0.0,89.0,15.0,0.52
13974,Lost Planet 3,PC,2013.0,Shooter,Capcom,0.0,61.0,17.0,0.04
7901,Need for Speed: Shift 2 Unleashed,PC,2011.0,Racing,Electronic Arts,0.0,,,0.19
837,Dance Central 2,X360,2011.0,Misc,Microsoft Game Studios,0.01,86.0,56.0,2.04
9706,Magic: The Gathering - Battlemage,PS,1997.0,Strategy,Acclaim Entertainment,0.0,,,0.12
10689,NBA 2K16,PC,2015.0,Sports,Take-Two Interactive,0.0,,,0.1
12958,NFL Blitz Pro,XB,2003.0,Sports,Midway Games,0.0,71.0,14.0,0.05
6976,Jeremy McGrath Supercross World,PS2,2001.0,Racing,Acclaim Entertainment,0.0,35.0,9.0,0.23
7705,Shutter Island,PC,2009.0,Adventure,Merscom LLC,0.0,,,0.2
14731,Fireblade,GC,2002.0,Action,Midway Games,0.0,,,0.03
10833,Neo Atlas,PS,1998.0,Strategy,ArtDink,0.09,,,0.09
14911,Pop Cutie! Street Fashion Simulation (JP sales),DS,2008.0,Simulation,Tecmo Koei,0.03,,,0.03
13748,Devil May Cry 4,PC,2008.0,Action,Capcom,0.0,78.0,21.0,0.04
9062,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,2010.0,Role-Playing,Nippon Ichi Software,0.06,,,0.14
1043,The Beatles: Rock Band,Wii,2009.0,Misc,MTV Games,0.0,89.0,25.0,1.71
16590,Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,PSP,2012.0,Action,Broccoli,0.01,,,0.01
9689,Zen-Nippon Pro Wrestling: Ouja no Kon,PS,1999.0,Fighting,Human Entertainment,0.12,,,0.12
8747,Dragon's Lair Trilogy,Wii,2010.0,Adventure,Destineer,0.0,,,0.15
13430,Hiiro no Kakera DS,DS,2008.0,Adventure,Idea Factory,0.05,,,0.05
7310,Nintendo Presents: Crossword Collection,DS,2009.0,Puzzle,Nintendo,0.0,,,0.21
6215,The Smurfs: Dance Party,Wii,2011.0,Misc,Ubisoft,0.0,,,0.28
11731,Tales of Fandom Vol.2,PS2,2007.0,Role-Playing,Namco Bandai Games,0.08,,,0.08
3088,Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,2010.0,Adventure,Disney Interactive Studios,0.0,,,0.65
11813,Real Sound: Kaze no Riguretto,SAT,1997.0,Adventure,Warp,0.07,,,0.07
6999,Shaun White Snowboarding,DS,2008.0,Sports,Ubisoft,0.0,63.0,4.0,0.23
10684,Contact,DS,2006.0,Role-Playing,Rising Star Games,0.03,73.0,36.0,0.1
7180,Rock Band Track Pack: Classic Rock,Wii,2009.0,Misc,MTV Games,0.0,,,0.22
14720,Syberia,PC,2002.0,Action,Microids,0.0,82.0,26.0,0.03
3933,Monopoly Party,PS2,2002.0,Misc,Infogrames,0.0,,,0.51
10814,"Blast Works: Build, Trade, Destroy",Wii,2008.0,Shooter,Eidos Interactive,0.0,78.0,30.0,0.1
8860,Rock Band: Metal Track Pack,X360,2009.0,Misc,MTV Games,0.0,,,0.15
5034,Sesame Street: Elmo's A-to-Zoo Adventure,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.0,,,0.38
7265,Jikkyou Powerful Major League,PS2,2006.0,Sports,Konami Digital Entertainment,0.22,,,0.22
955,Sonic Classic Collection,DS,2010.0,Platform,Sega,0.0,70.0,24.0,1.83
11455,The King of Fighters 2006,PS2,2006.0,Fighting,Ignition Entertainment,0.05,66.0,23.0,0.08
680,NBA 2K16,XOne,2015.0,Sports,Take-Two Interactive,0.0,86.0,14.0,2.34
16638,The Treasures of Mystery Island 3 Pack - Save Mystery Island!,PC,2011.0,Puzzle,Unknown,0.0,,,0.01
15660,Style Book: Junior City,DS,2006.0,Misc,Namco Bandai Games,0.02,,,0.02
13128,NHL Blades of Steel '99,N64,1999.0,Sports,Konami Digital Entertainment,0.0,,,0.05
7182,Rapala's Fishing Frenzy,Wii,2008.0,Sports,Activision,0.0,61.0,5.0,0.22
5982,Dynasty Warriors: Strikeforce,PS3,2009.0,Action,Tecmo Koei,0.07,64.0,27.0,0.29
2746,Jampack Summer 2001,PS2,2001.0,Misc,Sony Computer Entertainment,0.0,,,0.74
2153,ESPN NBA 2K5,XB,2004.0,Sports,Global Star,0.0,85.0,28.0,0.95
3524,FIFA World Cup Germany 2006,PS2,2006.0,Sports,Electronic Arts,0.0,77.0,28.0,0.57
9632,Left Brain Right Brain 2,DS,2008.0,Misc,Majesco Entertainment,0.0,51.0,4.0,0.13
13923,Off-Road Drive,PC,2011.0,Racing,1C Company,0.0,60.0,10.0,0.04
14162,The Idolmaster: Gravure For You! Vol. 4,PS3,2012.0,Misc,Namco Bandai Games,0.03,,,0.03
8003,Dead or Alive,SAT,1997.0,Fighting,Tecmo Koei,0.18,,,0.18
15747,NHL 2K3,GC,2002.0,Sports,Sega,0.0,89.0,11.0,0.02
8902,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,2000.0,Sports,Konami Digital Entertainment,0.14,,,0.15
14511,Worms: WMD,PS4,2016.0,Action,Sold Out,0.0,78.0,23.0,0.03
4258,Disney Infinity 3.0,WiiU,2015.0,Action,Disney Interactive Studios,0.0,,,0.46
4628,NBA 2K13,Wii,2012.0,Sports,Take-Two Interactive,0.0,,,0.42
983,The Getaway: Black Monday,PS2,2004.0,Action,Sony Computer Entertainment,0.02,57.0,53.0,1.78
13552,Growlanser,PSP,2009.0,Role-Playing,Atlus,0.04,,,0.04
5293,Jikkyou Powerful Pro Yakyuu 2000,N64,2000.0,Sports,Konami Digital Entertainment,0.29,,,0.35
11906,Hakuouki: Yuugi Roku,PSP,2010.0,Adventure,Idea Factory,0.07,,,0.07
11953,Famicom Mini: Nazo no Murasame-Jou,GBA,2004.0,Action,Nintendo,0.07,,,0.07
9023,SafeCracker: The Ultimate Puzzle Adventure,DS,2009.0,Puzzle,The Adventure Company,0.0,43.0,4.0,0.14
4636,Paper Mario: Color Splash,WiiU,2016.0,Role-Playing,Nintendo,0.05,75.0,72.0,0.42
16499,Saint Seiya Omega: Ultimate Cosmo,PSP,2012.0,Fighting,Namco Bandai Games,0.01,,,0.01
15395,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,2007.0,Misc,Tecmo Koei,0.02,,,0.02
16084,Chameleon: To Dye For!,DS,2006.0,Puzzle,505 Games,0.0,,,0.01
13136,Kamiwaza,PS2,2006.0,Action,Acquire,0.05,,,0.05
6922,Rampage,2600,1988.0,Action,Activision,0.0,,,0.24
13057,Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,2008.0,Role-Playing,Sega,0.05,,,0.05
16308,Mystery Legends: Beauty and the Beast,PC,2012.0,Puzzle,Focus Multimedia,0.0,,,0.01
12195,Chuugaku Eitango Target 1800 DS,DS,2006.0,Misc,IE Institute,0.07,,,0.07
9901,A.C.E.: Another Century's Episode Portable,PSP,2011.0,Simulation,Namco Bandai Games,0.12,,,0.12
11405,Pimp My Ride: Street Racing,PS2,2009.0,Racing,Activision,0.0,,,0.08
15658,11eyes: CrossOver,PSP,2010.0,Adventure,5pb,0.02,,,0.02
7996,Indiana Jones and the Emperor's Tomb,XB,2003.0,Action,LucasArts,0.0,73.0,43.0,0.18
9626,Shimano Xtreme Fishing,Wii,2009.0,Sports,Mastiff,0.0,,,0.13
14855,My Frogger: Toy Trials,DS,2006.0,Action,Konami Digital Entertainment,0.0,66.0,10.0,0.03
8851,Doraemon 3: Nobi Dai no Machi SOS!,N64,2000.0,Platform,Epoch,0.09,,,0.15
3673,Barbie Horse Adventures: Riding Camp,DS,2008.0,Sports,Activision,0.0,,,0.55
9251,Fear Factor: Unleashed,GBA,2004.0,Action,Hip Interactive,0.0,30.0,15.0,0.14
256,Resistance: Fall of Man,PS3,2006.0,Shooter,Sony Computer Entertainment,0.14,86.0,70.0,4.34
1760,Medal of Honor Heroes 2,PSP,2007.0,Shooter,Electronic Arts,0.02,69.0,20.0,1.15
5659,NFL Fever 2004,XB,2003.0,Sports,Microsoft Game Studios,0.0,74.0,29.0,0.32
5286,Assassin's Creed III,WiiU,2012.0,Action,Ubisoft,0.0,85.0,26.0,0.35
11257,Wacky World of Sports,Wii,2009.0,Sports,Sega,0.0,45.0,10.0,0.09
2011,Bomberman,NES,1985.0,Puzzle,Hudson Soft,0.85,,,1.03
9158,Dream Pinball 3D,Wii,2008.0,Misc,SouthPeak Games,0.0,54.0,8.0,0.14
8484,Pen 1 Grand Prix: Penguin no Mondai Special,DS,2009.0,Fighting,Konami Digital Entertainment,0.16,,,0.16
14,Kinect Adventures!,X360,2010.0,Misc,Microsoft Game Studios,0.24,61.0,45.0,21.81
13311,Powerful Golf,DS,2011.0,Sports,Konami Digital Entertainment,0.05,,,0.05
13426,12-Sai. Koisuru Diary,3DS,2016.0,Adventure,Happinet,0.05,,,0.05
3146,Castlevania,N64,1999.0,Platform,Konami Digital Entertainment,0.04,,,0.64
5368,The Fairly Odd Parents: Shadow Showdown,GBA,2004.0,Platform,THQ,0.0,,,0.34
1772,Call of Duty 4: Modern Warfare,PC,2007.0,Shooter,Activision,0.0,92.0,40.0,1.15
11064,Go Play: City Sports,Wii,2009.0,Sports,Majesco Entertainment,0.0,,,0.09
10829,Gundam Breaker,PSV,2013.0,Action,Namco Bandai Games,0.09,,,0.09
12693,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,2007.0,Fighting,Takara Tomy,0.06,,,0.06
12146,Sudoku Fever,GBA,2006.0,Puzzle,Take-Two Interactive,0.0,,,0.07
16186,Higurashi no Naku Koro ni Iki,PS3,2015.0,Action,Kaga Create,0.01,,,0.01
3294,Vanquish,PS3,2010.0,Shooter,Sega,0.11,84.0,61.0,0.61
6973,Dynasty Warriors: Gundam Reborn,PS3,2013.0,Action,Tecmo Koei,0.23,64.0,35.0,0.23
13353,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,2011.0,Adventure,Namco Bandai Games,0.05,,,0.05
15961,V-Rally 3,XB,2003.0,Racing,Atari,0.0,76.0,13.0,0.02
5460,Klonoa 2: Lunatea's Veil,PS2,2001.0,Platform,Sony Computer Entertainment,0.08,91.0,18.0,0.33
13960,PO'ed,PS,1996.0,Shooter,Time Warner Interactive,0.0,,,0.04
8905,Shenmue II,DC,2001.0,Adventure,Sega,0.15,88.0,9.0,0.15
3453,Shin Megami Tensei IV,3DS,2013.0,Role-Playing,Atlus,0.27,83.0,48.0,0.58
7544,The Con,PSP,2005.0,Fighting,Sony Computer Entertainment,0.0,63.0,37.0,0.2
8422,Mobile Suit Gundam: Extreme VS Force,PSV,2015.0,Action,Namco Bandai Games,0.17,57.0,25.0,0.17
15318,Casper's Scare School: Classroom Capers,DS,2008.0,Adventure,Blast! Entertainment Ltd,0.0,,,0.02
9362,Dragon Age Origins: Awakening,PC,2010.0,Role-Playing,Electronic Arts,0.0,,,0.13
10979,Agassi Tennis Generation,PS2,2003.0,Sports,DreamCatcher Interactive,0.0,,,0.09
10772,Horse Life Adventures,DS,2008.0,Simulation,Deep Silver,0.0,,,0.1
15672,WorldShift,PC,2009.0,Strategy,Playlogic Game Factory,0.0,63.0,9.0,0.02
8464,Far Cry: Primal,PC,2016.0,Action,Ubisoft,0.0,74.0,18.0,0.16
5165,Sid Meier's Civilization: Beyond Earth,PC,2014.0,Strategy,Take-Two Interactive,0.0,81.0,78.0,0.36
4694,Yu-Gi-Oh! GX: Tag Force 2,PSP,2007.0,Strategy,Konami Digital Entertainment,0.1,,,0.41
13905,SpongeBob: HeroPants,3DS,2015.0,Platform,Activision,0.0,,,0.04
6983,Meteos,DS,2005.0,Puzzle,Nintendo,0.06,88.0,49.0,0.23
2875,Silent Hill 3,PS2,2003.0,Action,Konami Digital Entertainment,0.0,85.0,41.0,0.71
378,Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,0.27,80.0,14.0,3.49
14089,Mahjong Taikai,DS,2004.0,Misc,Tecmo Koei,0.04,,,0.04
15250,Warriors of the Lost Empire (JP sales),PSP,2007.0,Role-Playing,Mercury Games,0.02,,,0.02
10408,Big League Sports: Summer,DS,2009.0,Sports,Activision,0.0,,,0.11
7082,Pocket Fighter,PS,1997.0,Fighting,Virgin Interactive,0.12,,,0.23
9132,ArmA II,PC,2009.0,Shooter,505 Games,0.0,77.0,38.0,0.14
678,LEGO Indiana Jones: The Original Adventures,Wii,,Action,LucasArts,0.0,78.0,22.0,2.34
2908,Madden NFL 2005,GC,2004.0,Sports,Electronic Arts,0.0,90.0,26.0,0.7
11602,MLB Front Office Manager,PS3,2009.0,Sports,Take-Two Interactive,0.0,49.0,8.0,0.08
6912,NBA Live 14,PS4,2013.0,Sports,Electronic Arts,0.0,43.0,25.0,0.24
12491,Shining Force Feather,DS,2009.0,Strategy,Sega,0.06,,,0.06
15674,Rainbow Islands Revolution,DS,2005.0,Platform,Rising Star Games,0.0,54.0,19.0,0.02
11398,Battleborn,PC,2016.0,Shooter,Take-Two Interactive,0.0,69.0,34.0,0.08
8405,Buzz! Brain of the UK,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,,,0.17
7052,Star Ocean,SNES,1996.0,Role-Playing,Enix Corporation,0.23,,,0.23
14807,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011.0,Misc,Idea Factory,0.03,,,0.03
14364,Barbie and Her Sisters Puppy Rescue,3DS,2015.0,Action,Namco Bandai Games,0.0,,,0.03
12500,Call of Cthulhu: Dark Corners of the Earth,XB,2005.0,Adventure,Take-Two Interactive,0.0,77.0,51.0,0.06
16494,Pippa Funnell 2: Farm Adventures,DS,2007.0,Simulation,Ubisoft,0.0,,,0.01
7129,EX Monopoly,GBA,2001.0,Misc,Takara,0.0,,,0.22
6473,Final Fantasy V Advance,GBA,2006.0,Role-Playing,Nintendo,0.26,83.0,25.0,0.26
14527,Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,2011.0,Misc,Namco Bandai Games,0.03,,,0.03
3476,Tenchu 2: Birth of the Stealth Assassins,PS,2000.0,Action,Activision,0.0,77.0,14.0,0.58
4672,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,PSP,2009.0,Fighting,Namco Bandai Games,0.41,,,0.41
2082,Haze,PS3,2008.0,Shooter,Ubisoft,0.02,55.0,65.0,0.99
7558,The Fairly Odd Parents: Shadow Showdown,GC,2004.0,Platform,THQ,0.0,,,0.2
16513,Ride 2,PC,2016.0,Racing,Milestone S.r.l,0.0,78.0,4.0,0.01
16040,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,2008.0,Action,Takara Tomy,0.02,,,0.02
9580,Zapper: One Wicked Cricket!,GC,2002.0,Platform,Infogrames,0.0,,,0.13
16189,Rewrite,PSV,2014.0,Adventure,Prototype,0.01,,,0.01
13110,The Typing of the Dead,DC,2000.0,Shooter,Sega,0.05,83.0,12.0,0.05
7546,From TV Animation One Piece: Grand Battle! 3,GC,2003.0,Fighting,Namco Bandai Games,0.2,,,0.2
11975,I Don't Have Many Friends Portable,PSP,2012.0,Adventure,Namco Bandai Games,0.07,,,0.07
418,Wii Music,Wii,2008.0,Misc,Nintendo,0.46,63.0,43.0,3.25
8735,Stormrise,X360,2009.0,Strategy,Sega,0.0,48.0,36.0,0.15
4532,Deer Drive,DS,2010.0,Sports,Mastiff,0.0,,,0.43
15287,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,2007.0,Misc,Sega,0.02,,,0.02
7520,EVE Online,PC,2003.0,Role-Playing,CCP,0.0,69.0,22.0,0.2
1008,Just Cause 2,PS3,2010.0,Action,Square Enix,0.06,83.0,66.0,1.75
14694,Genkai Tokki: Seven Pirates,PSV,2016.0,Role-Playing,Compile Heart,0.03,,,0.03
11271,NCAA Football 08,XB,2007.0,Sports,Electronic Arts,0.0,82.0,4.0,0.08
2483,FIFA Soccer World Championship,PS2,2000.0,Sports,Electronic Arts,0.28,,,0.83
15539,X-Plane 10 Global,PC,2013.0,Simulation,Aerosoft,0.0,,,0.02
8821,3rd Super Robot Wars Z: Tengoku-Hen,PS3,2015.0,Action,Namco Bandai Games,0.15,,,0.15
15222,Moujuutsukai to Oujisama: Snow Bride Portable,PSP,2012.0,Adventure,Idea Factory,0.02,,,0.02
9772,Mytran Wars,PSP,2009.0,Strategy,Deep Silver,0.0,68.0,16.0,0.12
7133,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,GC,2003.0,Misc,Acclaim Entertainment,0.0,,,0.22
5187,The Incredibles: Rise of the Underminer,PS2,2005.0,Action,THQ,0.0,60.0,12.0,0.36
7171,Bust-A-Move 4,PS,1998.0,Puzzle,Acclaim Entertainment,0.0,,,0.22
8919,All-Star Baseball 2005,XB,,Sports,Unknown,0.0,75.0,31.0,0.15
7301,Star Wars: The Force Unleashed II,DS,2010.0,Action,LucasArts,0.0,43.0,5.0,0.21
14327,Beyond the Labyrinth,3DS,,Role-Playing,Unknown,0.03,,,0.03
6698,Avatar: The Last Airbender - The Burning Earth,Wii,2007.0,Action,THQ,0.0,,,0.25
8848,Fantastic Four: Rise of the Silver Surfer,PS3,2007.0,Action,Take-Two Interactive,0.0,47.0,26.0,0.15
11065,Naruto RPG 3: Rejiuu vs Konoha Shoutai,DS,2006.0,Role-Playing,Takara Tomy,0.09,,,0.09
11768,The Legend of Kage 2,DS,2008.0,Action,Square Enix,0.0,70.0,21.0,0.07
6048,Angry Birds Star Wars,PS3,2013.0,Strategy,Activision,0.0,49.0,6.0,0.29
5697,Shrek the Third,PSP,2007.0,Action,Activision,0.0,57.0,8.0,0.31
10341,My Boyfriend,DS,2008.0,Simulation,DTP Entertainment,0.0,,,0.11
13975,Super Army War,GBA,2005.0,Action,Flashpoint Games,0.0,58.0,8.0,0.04
5702,Etrian Odyssey III: The Drowned City,DS,2010.0,Role-Playing,Atlus,0.19,77.0,23.0,0.31
10420,Pro Yaky? Spirits 2010,PS2,2010.0,Sports,Konami Digital Entertainment,0.1,,,0.1
12596,Puzzler Collection,Wii,2008.0,Puzzle,Ubisoft,0.0,,,0.06
13631,Katekyoo Hitman Reborn! Battle Arena,PSP,2008.0,Fighting,Marvelous Interactive,0.04,,,0.04
10432,Dreamer Series: Top Model,DS,2009.0,Simulation,DreamCatcher Interactive,0.0,,,0.1
5492,Custom Robo,N64,,Role-Playing,Nintendo,0.29,,,0.33
14094,Jane's Hotel,DS,2010.0,Simulation,Unknown,0.0,,,0.04
1678,Pikmin 2,GC,2004.0,Strategy,Nintendo,0.56,90.0,54.0,1.2
15291,X3: Terran War Pack,PC,2012.0,Misc,Deep Silver,0.0,,,0.02
14411,Beastly,Wii,2011.0,Misc,Unknown,0.0,,,0.03
477,The Sims: Livin Large,PC,2000.0,Misc,Electronic Arts,0.0,82.0,23.0,2.99
6988,ESPN NHL Hockey,PS2,2003.0,Sports,Sega,0.0,90.0,19.0,0.23
15873,Army Men: Major Malfunction,XB,2006.0,Shooter,Global Star,0.0,36.0,6.0,0.02
10081,Mass Destruction,PS,1997.0,Shooter,BMG Interactive Entertainment,0.0,,,0.11
1265,Pac-Man World,PS,1998.0,Action,Namco Bandai Games,0.1,,,1.5
3064,Madden NFL 10,PSP,2009.0,Sports,Electronic Arts,0.0,,,0.66
10779,Makai Shin Trillion,PSV,2014.0,Role-Playing,Idea Factory,0.06,,,0.1
16529,Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,PSP,2009.0,Adventure,CyberFront,0.01,,,0.01
3617,Harvest Moon: The Tale of Two Towns,DS,2010.0,Simulation,Natsume,0.22,68.0,6.0,0.55
16304,Caladrius,X360,2013.0,Shooter,Moss,0.01,,,0.01
5389,SpongeBob SquarePants: The Yellow Avenger,DS,2005.0,Action,THQ,0.0,67.0,5.0,0.34
10085,Batman: Rise of Sin Tzu,XB,2003.0,Action,Ubisoft,0.0,67.0,17.0,0.11
12244,Carol Vorderman's Sudoku,PSP,2006.0,Puzzle,Xplosiv,0.0,72.0,18.0,0.07
5868,Shin Megami Tensei: Persona 2: Innocent Sin,PSP,2011.0,Role-Playing,Atlus,0.11,,,0.3
7471,NHL 2K3,PS2,2002.0,Sports,Sega,0.0,89.0,25.0,0.21
12723,Samurai Warriors 4: Empires,PS3,2015.0,Action,Tecmo Koei,0.06,,,0.06
3889,Madden NFL 2004,GC,2003.0,Sports,Electronic Arts,0.0,94.0,19.0,0.51
15995,God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,2016.0,Action,Namco Bandai Games,0.02,,,0.02
10019,Dokapon Kingdom,PS2,2007.0,Role-Playing,Sting,0.02,61.0,8.0,0.11
7885,Big Air,PS,1999.0,Sports,Accolade,0.0,,,0.19
16237,Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,2008.0,Misc,Benesse,0.01,,,0.01
8852,Space Station Silicon Valley,N64,1997.0,Adventure,Take-Two Interactive,0.0,,,0.15
4183,FlingSmash,Wii,2010.0,Action,Nintendo,0.07,48.0,26.0,0.47
13300,Ultimate Ghosts 'n Goblins (JP sales),PSP,2006.0,Platform,Capcom,0.05,,,0.05
12810,Champion Jockey: G1 Jockey & Gallop Racer,X360,2011.0,Sports,Tecmo Koei,0.0,,,0.06
12093,Fable: The Lost Chapters,PC,2005.0,Role-Playing,Microsoft Game Studios,0.0,83.0,54.0,0.07
15916,Busou Renkin: Youkoso Papillon Park e,PS2,2007.0,Action,Marvelous Interactive,0.02,,,0.02
83,Pokemon Black 2/Pokemon White 2,DS,2012.0,Role-Playing,Nintendo,3.14,,,8.07
7986,Guilty Gear Xrd: Sign,PS3,2014.0,Fighting,Arc System Works,0.07,,,0.18
13202,Plants vs. Zombies,PC,2009.0,Strategy,PopCap Games,0.0,87.0,41.0,0.05
982,SpongeBob SquarePants: SuperSponge,PS,2001.0,Action,THQ,0.0,,,1.78
15730,Mai-Otome Hime: Otome Butou Shi,PS2,2006.0,Fighting,Sunrise Interactive,0.02,,,0.02
16408,Duel Masters: Shadow of the Code,GBA,2004.0,Misc,Atari,0.0,,,0.01
3682,Spec Ops: The Line,PS3,2012.0,Shooter,Take-Two Interactive,0.04,77.0,27.0,0.54
8173,Biohazard: Revival Selection,PS3,2011.0,Action,Capcom,0.18,,,0.18
8127,Silent Hill 4: The Room,XB,2004.0,Action,Konami Digital Entertainment,0.0,76.0,43.0,0.18
1083,Star Wars Battlefront: Renegade Squadron,PSP,2007.0,Shooter,LucasArts,0.0,73.0,35.0,1.67
988,Dragon Quest Monsters: Joker,DS,2006.0,Role-Playing,Square Enix,1.49,75.0,30.0,1.76
6413,Section 8,X360,2009.0,Shooter,SouthPeak Games,0.0,69.0,49.0,0.27
13092,Disney's Party,GC,2002.0,Misc,Electronic Arts,0.0,39.0,6.0,0.05
12088,Higurashi no Naku Koro ni Matsuri: Kakera Asobi,PS2,2007.0,Adventure,Alchemist,0.07,,,0.07
2017,Junior Brain Trainer,DS,2008.0,Misc,GSP,0.0,,,1.03
11730,One Piece: Gear Spirit,DS,2007.0,Fighting,Namco Bandai Games,0.08,,,0.08
11672,Slayers Royal 2,SAT,1998.0,Role-Playing,Kadokawa Shoten,0.08,,,0.08
4480,Tetris Axis,3DS,2011.0,Puzzle,Tetris Online,0.06,74.0,33.0,0.43
724,Madden NFL 25,X360,2013.0,Sports,Electronic Arts,0.0,80.0,32.0,2.23
13205,George of the Jungle and the Search for the Secret,DS,2008.0,Platform,Ignition Entertainment,0.0,44.0,4.0,0.05
1259,Madden NFL 2001,PS2,2000.0,Sports,Electronic Arts,0.05,91.0,25.0,1.5
1611,[Prototype],PS3,2009.0,Action,Activision,0.0,79.0,53.0,1.24
2983,Mercenaries: Playground of Destruction,XB,2005.0,Action,LucasArts,0.0,,,0.68
2046,NBA Jam Tournament Edition,SNES,1995.0,Sports,Acclaim Entertainment,0.0,,,1.01
7787,Scene It? Twilight,DS,2010.0,Misc,Konami Digital Entertainment,0.0,,,0.19
10564,X-Men: The Official Game,XB,2006.0,Action,Activision,0.0,53.0,38.0,0.1
