carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
16591,hyundi, IX35,2015,Automatic,44705,Diesel,265.0,41.5,2.0,10995
18263,audi, RS6,2017,Semi-Auto,20814,Petrol,325.0,29.4,4.0,56990
17702,merc, CLK,2004,Automatic,113000,Diesel,300.0,39.2,2.7,2995
15650,hyundi, IX20,2016,Automatic,22600,Petrol,160.0,43.5,1.6,8800
13617,skoda, Rapid,2014,Manual,41648,Petrol,125.0,52.3,1.2,6995
13202,ford, Galaxy,2016,Manual,32792,Diesel,125.0,56.5,2.0,14499
13618,vw, Caravelle,2013,Automatic,31528,Diesel,325.0,36.7,2.0,18970
19337,merc, CLA Class,2016,Automatic,30500,Petrol,205.0,40.9,2.0,28944
17275,vauxhall, Combo Life,2019,Manual,9381,Diesel,145.0,53.3,1.5,13998
18525,hyundi, IX20,2010,Manual,62000,Petrol,120.0,50.4,1.4,4495
15933,hyundi, I40,2014,Manual,51515,Diesel,30.0,62.8,1.7,7498
13788,toyota, Prius,2015,Automatic,11872,Hybrid,10.0,64.2,1.8,22995
13364,hyundi, I40,2016,Manual,61554,Diesel,125.0,60.1,1.7,8770
18989,vw, Tiguan Allspace,2019,Automatic,8512,Diesel,145.0,38.7,2.0,27599
13504,merc, X-CLASS,2019,Automatic,303,Diesel,265.0,31.4,3.0,37891
18896,skoda, Scala,2019,Semi-Auto,430,Petrol,145.0,47.1,1.0,16990
12969,vw, CC,2016,Semi-Auto,4289,Petrol,200.0,39.2,1.8,15000
19127,audi, A7,2020,Semi-Auto,2410,Diesel,145.0,38.7,3.0,45890
19035,bmw, 6 Series,2017,Automatic,39890,Diesel,145.0,49.6,3.0,23750
19292,vauxhall, Combo Life,2019,Manual,3250,Diesel,145.0,53.3,1.5,19991
12470,bmw, 8 Series,2019,Semi-Auto,12,Diesel,150.0,39.8,3.0,57000
18833,hyundi, IX20,2016,Manual,28933,Petrol,125.0,50.4,1.4,7998
18425,merc, SLK,2012,Automatic,55000,Petrol,200.0,43.5,1.8,10990
13314,toyota, Verso,2017,Manual,16836,Diesel,30.0,62.8,1.6,13995
16582,bmw, M4,2018,Automatic,9210,Petrol,145.0,34.0,3.0,34990
15010,toyota, GT86,2020,Semi-Auto,1500,Petrol,145.0,32.8,2.0,26995
17853,vw, Shuttle,2018,Manual,15694,Diesel,150.0,47.1,2.0,19998
13223,vw, CC,2013,Manual,52000,Diesel,30.0,60.1,2.0,9995
16227,toyota, Verso,2017,Manual,15558,Petrol,145.0,41.5,1.6,12998
15239,skoda, Scala,2019,Manual,3587,Petrol,145.0,49.6,1.0,17490
12748,merc, SLK,2016,Semi-Auto,33534,Diesel,30.0,70.6,2.0,15280
18990,bmw, M4,2017,Semi-Auto,25777,Petrol,145.0,34.0,3.0,33450
18817,audi, Q8,2019,Automatic,8300,Petrol,145.0,26.4,3.0,58000
16261,bmw, Z4,2015,Semi-Auto,22583,Petrol,200.0,41.5,2.0,16450
16189,skoda, Yeti,2017,Semi-Auto,8809,Petrol,150.0,51.4,1.2,14440
13176,ford, Grand C-MAX,2016,Automatic,27571,Diesel,30.0,58.9,1.5,11390
12824,vw, Caravelle,2019,Semi-Auto,2544,Diesel,145.0,32.8,2.0,42900
12176,vw, Beetle,2016,Manual,19039,Petrol,145.0,48.7,1.4,11990
14410,vw, Jetta,2015,Manual,65015,Diesel,20.0,70.6,2.0,6999
12182,audi, A7,2011,Semi-Auto,72000,Petrol,300.0,34.4,3.0,12950
15605,ford, KA,2007,Manual,88000,Petrol,200.0,43.5,1.3,1295
14218,merc, SLK,2002,Automatic,80586,Petrol,330.0,30.7,2.0,2990
15832,merc, GLS Class,2018,Automatic,16489,Diesel,145.0,37.2,3.0,43286
17119,hyundi, IX20,2017,Manual,20967,Petrol,145.0,50.4,1.4,8340
19493,merc, GL Class,2018,Automatic,17231,Petrol,145.0,50.4,1.6,19699
19071,ford, Grand C-MAX,2016,Manual,15414,Diesel,30.0,64.2,1.5,10277
12698,toyota, Prius,2017,Automatic,47626,Hybrid,0.0,94.1,1.8,18495
16123,skoda, Kamiq,2019,Automatic,200,Other,145.0,44.1,1.5,18980
12981,vw, Jetta,2007,Automatic,55000,Diesel,190.0,45.6,2.0,4450
14479,merc, CLS Class,2016,Automatic,13588,Diesel,165.0,51.4,3.0,22802
14264,vw, Arteon,2019,Semi-Auto,6198,Petrol,150.0,40.4,1.5,27490
16443,ford, KA,2015,Manual,32897,Petrol,30.0,57.7,1.2,4749
16108,ford, KA,2017,Manual,18800,Petrol,145.0,57.7,1.2,7999
13769,toyota, Prius,2014,Automatic,23523,Other,0.0,134.5,1.8,15990
16432,bmw, 7 Series,2019,Semi-Auto,7515,Diesel,150.0,42.2,3.0,46990
16114,hyundi, IX20,2017,Automatic,22658,Petrol,145.0,43.5,1.6,10080
17348,vw, Scirocco,2013,Semi-Auto,107000,Diesel,125.0,57.6,2.0,7295
12669,bmw, M4,2019,Semi-Auto,4500,Petrol,150.0,32.5,3.0,46950
17096,vauxhall, Combo Life,2019,Manual,10048,Diesel,145.0,53.3,1.5,13798
17188,skoda, Rapid,2016,Manual,44994,Petrol,20.0,57.7,1.2,6790
17811,ford, Grand C-MAX,2016,Automatic,19135,Diesel,125.0,56.5,2.0,11499
13688,bmw, Z4,2020,Semi-Auto,101,Petrol,145.0,38.7,2.0,30990
15418,toyota, Prius,2016,Automatic,18793,Hybrid,0.0,94.1,1.8,18999
12195,vw, CC,2017,Semi-Auto,17955,Diesel,125.0,58.9,2.0,15490
18482,bmw, X6,2016,Semi-Auto,40246,Diesel,200.0,44.8,3.0,30572
13624,bmw, X7,2019,Semi-Auto,4997,Diesel,145.0,31.4,3.0,69995
18473,bmw, 6 Series,2020,Semi-Auto,11,Diesel,145.0,53.3,3.0,37980
12108,bmw, X6,2019,Semi-Auto,2500,Petrol,145.0,26.4,3.0,59990
14514,hyundi, IX35,2013,Automatic,37000,Diesel,300.0,39.2,2.0,9995
17426,hyundi, IX20,2018,Manual,9328,Petrol,150.0,50.4,1.4,10500
14491,bmw, X4,2019,Automatic,2380,Petrol,145.0,26.9,3.0,43500
12996,ford, Edge,2017,Automatic,33576,Diesel,160.0,48.7,2.0,20250
12822,toyota, Hilux,2019,Automatic,3500,Diesel,260.0,36.2,2.4,23995
18904,toyota, Hilux,2018,Automatic,12255,Diesel,260.0,36.2,2.4,24995
15595,bmw, Z4,2020,Semi-Auto,103,Petrol,145.0,37.2,2.0,33850
15113,vauxhall, Combo Life,2018,Manual,6900,Diesel,145.0,53.3,1.5,15995
12106,hyundi, Santa Fe,2019,Semi-Auto,2000,Diesel,145.0,39.8,2.2,32000
18395,ford, Edge,2018,Semi-Auto,26602,Diesel,145.0,48.7,2.0,20795
15421,bmw, i3,2015,Automatic,29465,Electric,0.0,470.8,1.0,17400
17691,vw, Beetle,2016,Manual,23991,Petrol,160.0,43.5,2.0,13990
13101,ford, KA,2014,Manual,33897,Petrol,30.0,57.7,1.2,4591
19308,toyota, Prius,2017,Automatic,17689,Hybrid,135.0,94.1,1.8,20610
17232,hyundi, I40,2016,Manual,67654,Diesel,30.0,65.7,1.7,8599
14315,vw, Arteon,2017,Semi-Auto,30874,Petrol,145.0,47.1,2.0,18700
16531,audi, Q8,2019,Semi-Auto,1943,Diesel,145.0,33.6,3.0,55995
13273,hyundi, I800,2018,Automatic,34886,Diesel,145.0,28.0,2.5,14800
14039,merc, S Class,2013,Automatic,56061,Hybrid,190.0,44.8,3.5,24530
12826,audi, RS3,2019,Semi-Auto,14585,Petrol,150.0,29.7,2.5,46990
13197,vw, Scirocco,2017,Manual,11204,Petrol,150.0,52.3,1.4,13800
16471,skoda, Yeti,2014,Manual,34263,Petrol,165.0,46.3,1.2,7990
15691,ford, Grand C-MAX,2017,Manual,33007,Diesel,30.0,64.2,1.5,10495
14870,merc, GL Class,2015,Automatic,39970,Diesel,125.0,55.4,2.1,17721
15886,audi, A7,2018,Automatic,4000,Diesel,145.0,38.2,3.0,39500
18770,bmw, M4,2019,Semi-Auto,24,Petrol,145.0,34.0,3.0,45475
19327,ford, Edge,2017,Manual,19775,Diesel,165.0,48.7,2.0,18490
18768,bmw, X4,2017,Automatic,34960,Diesel,150.0,54.3,2.0,23000
17140,merc, M Class,1970,Automatic,14000,Diesel,305.0,39.2,0.0,24999
15178,hyundi, Santa Fe,2013,Semi-Auto,25976,Diesel,260.0,41.5,2.2,15739
13766,merc, CLS Class,2019,Semi-Auto,12346,Diesel,145.0,47.9,2.9,43499
14774,bmw, X7,2019,Automatic,3890,Diesel,145.0,33.6,3.0,64789
13924,audi, A8,2019,Automatic,1000,Petrol,145.0,37.7,3.0,53000
12361,toyota, Hilux,2018,Manual,12298,Diesel,265.0,40.4,2.4,27950
15115,audi, A7,2019,Automatic,3000,Diesel,145.0,47.1,2.0,35845
15248,skoda, Yeti,2016,Manual,27192,Petrol,125.0,51.4,1.2,10155
12175,audi, A8,2020,Semi-Auto,1100,Diesel,145.0,40.4,3.0,52995
18997,vw, Arteon,2019,Automatic,7273,Petrol,145.0,48.7,1.5,22499
14200,ford, KA,2013,Manual,69000,Petrol,30.0,57.7,1.2,2975
13937,toyota, Prius,2013,Automatic,33905,Hybrid,0.0,70.6,1.8,11500
13164,toyota, Hilux,2019,Automatic,7123,Diesel,260.0,2.8,2.4,26500
14159,toyota, Avensis,2011,Manual,75000,Petrol,200.0,42.2,1.8,5695
12635,audi, R8,2019,Automatic,6954,Petrol,145.0,21.6,5.2,109990
15785,vw, Tiguan Allspace,2019,Semi-Auto,2001,Diesel,145.0,39.2,2.0,29990
19082,ford, Tourneo Connect,2016,Manual,21026,Diesel,30.0,64.2,1.5,11995
13165,toyota, Verso,2017,Automatic,26000,Petrol,145.0,43.5,1.8,13995
14998,merc, V Class,2020,Automatic,303,Diesel,150.0,39.8,2.1,24791
13119,ford, Tourneo Custom,2016,Manual,45668,Diesel,200.0,44.8,2.0,16998
12815,vw, Tiguan Allspace,2019,Automatic,5000,Diesel,145.0,39.2,2.0,31899
15868,ford, Grand C-MAX,2018,Manual,21384,Petrol,145.0,54.3,1.0,11999
12491,toyota, IQ,2011,Automatic,30000,Petrol,20.0,58.9,1.0,5500
18468,toyota, GT86,2017,Manual,26919,Petrol,260.0,36.2,2.0,15998
16093,ford, Tourneo Connect,2017,Automatic,15852,Diesel,145.0,56.6,1.5,13950
16584,vw, Scirocco,2017,Semi-Auto,22250,Petrol,145.0,44.1,2.0,16771
16076,merc, V Class,2018,Manual,14941,Diesel,145.0,46.3,2.1,19998
18235,vw, Scirocco,2018,Manual,10416,Diesel,145.0,55.4,2.0,19500
16103,vw, CC,2013,Manual,66559,Diesel,30.0,60.1,2.0,8380
18816,merc, V Class,2019,Semi-Auto,2924,Diesel,145.0,44.8,2.2,36980
15548,merc, CLA Class,2020,Automatic,4308,Petrol,145.0,44.1,1.3,28900
17835,audi, RS3,2019,Semi-Auto,10,Petrol,145.0,30.1,2.5,43785
15131,merc, CLS Class,2014,Semi-Auto,25696,Diesel,165.0,52.3,3.0,19998
18466,bmw, 7 Series,2014,Automatic,53329,Diesel,160.0,50.4,3.0,13999
15547,audi, A8,2018,Automatic,9756,Petrol,145.0,37.7,3.0,42000
18507,bmw, M6,2015,Automatic,28314,Petrol,555.0,28.5,4.4,33500
13285,toyota, GT86,2017,Manual,21000,Petrol,260.0,36.2,2.0,17102
18113,vw, Arteon,2017,Automatic,32387,Petrol,150.0,38.7,2.0,21469
12675,skoda, Scala,2019,Semi-Auto,2000,Petrol,150.0,47.1,1.0,15995
18206,hyundi, I800,2018,Automatic,33587,Diesel,145.0,28.0,2.5,16990
16250,merc, GL Class,2015,Automatic,54965,Diesel,125.0,55.4,2.1,15599
14946,merc, SLK,2004,Automatic,118400,Petrol,325.0,30.7,2.0,3490
14162,toyota, Prius,2017,Automatic,24301,Hybrid,0.0,68.9,1.8,21995
15635,ford, Tourneo Custom,2017,Manual,32315,Diesel,145.0,44.1,2.0,22000
16825,audi, A7,2019,Automatic,7656,Diesel,145.0,38.7,3.0,37995
18308,skoda, Rapid,2017,Manual,5476,Petrol,30.0,57.7,1.2,9998
18834,toyota, Verso,2008,Manual,83000,Petrol,260.0,36.7,1.8,3995
18769,hyundi, IX35,2015,Manual,45163,Diesel,145.0,53.3,1.7,8795
14370,hyundi, I800,2019,Automatic,10124,Diesel,145.0,28.0,2.5,21980
17729,merc, SLK,2014,Semi-Auto,32171,Diesel,145.0,56.5,2.0,12998
16144,vw, Arteon,2018,Semi-Auto,18563,Petrol,145.0,47.1,2.0,21444
13181,vauxhall, Zafira Tourer,2017,Automatic,27477,Petrol,200.0,40.9,1.4,11275
17849,audi, A8,2019,Automatic,12009,Diesel,145.0,38.7,3.0,44490
13853,merc, V Class,2018,Manual,23415,Diesel,145.0,46.3,2.1,19990
14576,hyundi, Santa Fe,2018,Semi-Auto,35887,Diesel,145.0,42.8,2.2,20995
17139,ford, Galaxy,2017,Manual,32910,Diesel,125.0,56.5,2.0,17999
17904,merc, V Class,2019,Automatic,18398,Diesel,150.0,48.7,2.1,20691
17382,audi, A7,2014,Automatic,69743,Diesel,200.0,47.9,3.0,14840
13605,vw, Arteon,2019,Semi-Auto,9490,Petrol,145.0,47.1,2.0,25165
16177,bmw, M5,2019,Automatic,2684,Petrol,145.0,24.1,4.4,74988
13008,bmw, X4,2020,Semi-Auto,100,Petrol,145.0,24.8,3.0,60995
19219,hyundi, IX20,2017,Manual,13510,Petrol,145.0,50.4,1.4,9995
17039,hyundi, IX35,2015,Manual,23041,Diesel,165.0,51.4,0.0,11400
16725,merc, CLS Class,2018,Semi-Auto,16019,Diesel,145.0,48.7,2.9,32849
17399,hyundi, I800,2017,Automatic,18000,Diesel,330.0,33.6,2.5,15499
13095,vw, Shuttle,2019,Semi-Auto,8605,Diesel,150.0,32.8,2.0,29730
16008,skoda, Rapid,2014,Manual,29000,Diesel,30.0,64.2,1.6,5890
18301,skoda, Scala,2019,Manual,2083,Petrol,145.0,49.6,1.0,17890
17424,merc, GLS Class,2019,Semi-Auto,11584,Diesel,145.0,37.2,3.0,47980
14544,audi, S4,2019,Automatic,1481,Diesel,145.0,39.2,3.0,42888
17425,hyundi, Santa Fe,2019,Semi-Auto,9970,Diesel,145.0,39.2,2.2,30999
15954,vw, Arteon,2019,Semi-Auto,5000,Diesel,145.0,50.4,2.0,29995
14889,ford, Puma,2019,Manual,309,Petrol,145.0,50.4,1.0,22000
15783,toyota, Prius,2015,Automatic,53101,Hybrid,10.0,64.2,1.8,17498
17040,bmw, X4,2017,Automatic,40666,Diesel,145.0,54.3,2.0,22795
16214,bmw, X6,2020,Semi-Auto,2950,Diesel,150.0,34.9,3.0,49975
17755,ford, Edge,2016,Semi-Auto,21843,Diesel,160.0,48.7,2.0,19979
17565,merc, SLK,2006,Manual,70952,Petrol,565.0,28.5,3.0,5990
19517,bmw, X4,2020,Semi-Auto,101,Diesel,145.0,37.2,3.0,49481
16535,toyota, Prius,2016,Automatic,12056,Hybrid,0.0,85.6,1.8,19798
12032,hyundi, I800,2018,Automatic,21600,Diesel,150.0,33.6,2.5,16790
14565,toyota, Verso,2011,Manual,54000,Diesel,145.0,53.3,2.0,5995
13708,vw, Caddy Maxi Life,2020,Automatic,89,Diesel,145.0,46.3,2.0,22490
13450,ford, Tourneo Connect,2015,Manual,47904,Diesel,125.0,56.5,1.6,9295
19423,audi, R8,2019,Semi-Auto,500,Petrol,145.0,21.4,5.2,125000
15234,ford, Galaxy,2017,Manual,32841,Diesel,125.0,56.5,2.0,17999
14837,skoda, Scala,2019,Semi-Auto,8347,Petrol,150.0,47.1,1.0,15850
18815,audi, A8,2019,Semi-Auto,3442,Diesel,145.0,40.4,3.0,39940
12065,ford, Tourneo Connect,2016,Automatic,36145,Diesel,125.0,56.6,1.5,13250
18355,merc, CLS Class,2011,Automatic,75000,Diesel,200.0,46.3,3.0,11975
15512,ford, Edge,2017,Manual,23577,Diesel,150.0,48.7,2.0,19500
16079,bmw, M4,2015,Automatic,35284,Petrol,300.0,34.0,3.0,26499
15500,bmw, M4,2015,Semi-Auto,40000,Petrol,305.0,34.0,3.0,28500
18351,audi, A8,2016,Automatic,37235,Diesel,205.0,48.7,3.0,22000
16374,vauxhall, Combo Life,2018,Manual,13658,Diesel,145.0,53.3,1.5,13330
14258,bmw, 7 Series,2007,Automatic,83000,Diesel,325.0,34.4,2.5,5200
18046,merc, V Class,2019,Automatic,18266,Diesel,150.0,48.7,2.1,20391
17940,ford, Grand Tourneo Connect,2016,Manual,47548,Diesel,30.0,64.2,1.5,11410
18343,audi, S3,2016,Semi-Auto,22445,Petrol,160.0,43.5,2.0,22745
18670,ford, Grand C-MAX,2017,Manual,12124,Diesel,30.0,64.2,1.5,11698
17483,bmw, Z4,2019,Semi-Auto,3140,Petrol,145.0,33.2,3.0,38156
17216,merc, CLS Class,2016,Semi-Auto,7675,Diesel,160.0,49.6,3.0,23998
16275,vw, Shuttle,2019,Semi-Auto,14818,Diesel,145.0,32.8,2.0,27950
16141,vw, Beetle,2015,Manual,21867,Petrol,125.0,51.4,1.2,9689
19404,toyota, Verso,2017,Semi-Auto,19687,Petrol,165.0,43.5,1.8,16299
17323,skoda, Kamiq,2019,Manual,2883,Petrol,145.0,47.1,1.0,20495
12000,merc, GLS Class,2017,Automatic,12046,Diesel,150.0,37.2,3.0,38000
19580,merc, GLS Class,2017,Automatic,8823,Diesel,145.0,37.2,3.0,41750
16701,toyota, Prius,2017,Automatic,45917,Hybrid,0.0,94.1,1.8,16780
18934,bmw, M3,2019,Semi-Auto,5957,Petrol,145.0,33.2,3.0,62995
19409,bmw, X4,2019,Automatic,7555,Diesel,145.0,40.9,3.0,47541
12681,ford, Puma,2020,Manual,2548,Petrol,150.0,50.4,1.0,20890
12120,ford, Galaxy,2017,Manual,22995,Diesel,125.0,56.5,2.0,19995
19092,hyundi, Santa Fe,2019,Automatic,7921,Diesel,145.0,42.8,2.2,28990
17898,hyundi, IX20,2013,Manual,42320,Petrol,145.0,45.6,1.4,6000
19399,audi, A7,2019,Automatic,10,Diesel,145.0,52.3,3.0,33990
13140,skoda, Rapid,2017,Manual,13456,Diesel,145.0,74.3,1.4,8065
16762,ford, KA,2015,Manual,10573,Petrol,30.0,57.7,1.2,5572
18454,bmw, X6,2017,Semi-Auto,40429,Diesel,200.0,47.1,3.0,29498
12135,toyota, Prius,2019,Automatic,6500,Hybrid,135.0,64.2,1.8,24695
18309,skoda, Kamiq,2019,Semi-Auto,10,Petrol,145.0,44.1,1.5,20390
13419,bmw, M4,2019,Semi-Auto,25,Petrol,145.0,34.0,3.0,45898
19428,hyundi, I40,2016,Manual,32309,Diesel,20.0,67.3,1.7,9995
15236,ford, KA,2015,Manual,8335,Petrol,30.0,57.7,1.2,5995
15414,bmw, Z4,2020,Semi-Auto,1801,Petrol,150.0,33.2,3.0,44300
16651,bmw, X6,2019,Automatic,10231,Diesel,145.0,44.8,3.0,42888
17775,skoda, Kamiq,2020,Manual,2394,Petrol,145.0,47.9,1.0,17999
12227,merc, CLS Class,2019,Automatic,6273,Diesel,145.0,48.7,2.9,35980
12059,vauxhall, Combo Life,2019,Manual,2083,Diesel,145.0,53.3,1.5,16991
14567,ford, Galaxy,2017,Manual,50565,Diesel,150.0,56.5,2.0,14995
17285,skoda, Roomster,2015,Manual,44850,Petrol,145.0,49.6,1.2,6597
15133,ford, Mustang,2018,Automatic,6250,Petrol,145.0,23.5,5.0,31498
13208,bmw, M4,2018,Automatic,16000,Petrol,150.0,34.0,3.0,36440
13532,audi, A7,2014,Automatic,47317,Diesel,145.0,54.3,3.0,19499
18585,vw, Shuttle,2018,Manual,22628,Diesel,145.0,47.1,2.0,19998
13634,audi, A8,2019,Automatic,5000,Diesel,145.0,40.4,3.0,47990
17312,vw, Caddy Life,2017,Semi-Auto,20123,Diesel,145.0,55.4,2.0,15998
12140,bmw, 6 Series,2014,Automatic,59295,Diesel,160.0,49.6,3.0,16500
18892,toyota, GT86,2019,Manual,4500,Petrol,145.0,33.2,2.0,23997
16385,ford, KA,2015,Manual,18432,Petrol,30.0,57.7,1.2,6200
17076,merc, S Class,2018,Automatic,10842,Petrol,145.0,40.9,3.0,51991
15138,ford, Grand Tourneo Connect,2017,Automatic,41445,Diesel,150.0,56.6,1.5,13699
19001,skoda, Yeti,2013,Automatic,36374,Petrol,160.0,44.1,1.2,9000
17506,merc, SLK,2014,Automatic,55404,Diesel,145.0,56.5,2.0,10950
18367,bmw, M5,2019,Semi-Auto,3256,Petrol,145.0,26.9,4.4,62980
17990,ford, Edge,2017,Automatic,27471,Diesel,150.0,48.7,2.0,20800
15354,hyundi, I40,2013,Manual,50438,Diesel,30.0,62.8,1.7,6995
13720,ford, Tourneo Custom,2019,Automatic,6020,Diesel,150.0,31.7,2.0,23995
18669,vauxhall, Combo Life,2019,Manual,12545,Diesel,145.0,53.3,1.5,13498
17641,vw, CC,2014,Manual,81267,Diesel,30.0,60.1,2.0,7991
15987,vw, Caravelle,2019,Semi-Auto,14997,Diesel,145.0,33.6,2.0,39995
14809,hyundi, IX20,2018,Manual,10720,Petrol,145.0,50.4,1.4,12495
15296,vw, Scirocco,2015,Manual,38442,Diesel,20.0,55.4,2.0,11699
19398,ford, Edge,2018,Automatic,23703,Diesel,145.0,47.9,2.0,23795
14840,ford, Galaxy,2017,Manual,35930,Diesel,125.0,56.5,2.0,18749
16231,skoda, Rapid,2013,Manual,53472,Petrol,30.0,55.4,1.2,6295
13942,ford, Edge,2017,Manual,24151,Diesel,145.0,48.7,2.0,20499
16071,skoda, Scala,2020,Manual,100,Petrol,150.0,49.6,1.0,17990
12281,ford, Galaxy,2019,Automatic,600,Diesel,145.0,43.5,2.0,23950
19271,merc, S Class,2018,Automatic,3728,Diesel,145.0,48.7,3.0,57899
15712,vw, Scirocco,2012,Manual,68580,Petrol,235.0,37.2,2.0,8990
16263,vw, Caravelle,2019,Automatic,5691,Diesel,145.0,33.6,2.0,51994
19267,audi, Q8,2019,Automatic,1000,Diesel,145.0,33.6,3.0,54000
12405,ford, Grand C-MAX,2017,Manual,58111,Diesel,30.0,64.2,1.5,8691
13072,toyota, Avensis,2015,Manual,71000,Diesel,30.0,61.4,2.0,7495
12452,ford, Edge,2019,Semi-Auto,1839,Diesel,145.0,37.2,2.0,31600
12063,ford, Edge,2016,Manual,52000,Diesel,200.0,47.9,2.0,17995
17457,audi, SQ7,2016,Automatic,25514,Diesel,300.0,39.2,4.0,45990
17528,merc, V Class,2017,Manual,49532,Diesel,145.0,46.3,2.1,16990
13934,merc, X-CLASS,2019,Automatic,9160,Diesel,260.0,35.8,2.3,23996
13674,bmw, i3,2017,Automatic,36429,Hybrid,0.0,470.8,0.0,18500
17540,ford, Grand C-MAX,2018,Manual,4850,Petrol,145.0,47.1,1.0,14750
12211,ford, Puma,2020,Manual,3000,Petrol,145.0,50.4,1.0,22975
14982,ford, Fusion,2008,Manual,55789,Petrol,260.0,37.2,1.6,3199
16353,hyundi, I40,2017,Manual,27145,Diesel,145.0,65.7,1.7,12450
16162,hyundi, I800,2018,Manual,38330,Diesel,150.0,37.7,2.5,15480
15087,toyota, GT86,2017,Manual,6725,Petrol,145.0,36.2,2.0,19500
12943,hyundi, IX35,2011,Automatic,48528,Diesel,300.0,39.2,2.0,7799
18018,hyundi, Santa Fe,2016,Semi-Auto,32223,Diesel,240.0,42.2,2.2,19000
19419,hyundi, I800,2019,Automatic,4733,Diesel,145.0,31.7,2.5,20495
13537,merc, V Class,2019,Automatic,1350,Diesel,145.0,36.2,2.0,45394
17304,merc, S Class,2019,Automatic,2772,Diesel,145.0,52.3,3.0,48750
16373,skoda, Yeti,2016,Manual,12510,Petrol,125.0,51.4,1.2,11990
16946,audi, A8,2011,Automatic,105000,Diesel,235.0,42.8,3.0,9995
14948,ford, Grand C-MAX,2016,Manual,17197,Diesel,30.0,64.2,1.5,10498
18944,bmw, X4,2019,Semi-Auto,5450,Petrol,145.0,26.9,3.0,40775
15437,ford, Grand Tourneo Connect,2016,Manual,29416,Diesel,30.0,64.2,1.5,11790
16469,bmw, X4,2019,Semi-Auto,4231,Diesel,150.0,42.8,2.0,33998
16571,toyota, Hilux,2020,Automatic,150,Diesel,260.0,2.8,2.4,36995
15091,ford, Grand C-MAX,2011,Manual,142963,Diesel,145.0,53.3,2.0,3399
14569,bmw, Z4,2016,Semi-Auto,16761,Petrol,200.0,41.5,2.0,17732
19477,merc, S Class,2019,Semi-Auto,2384,Diesel,145.0,52.3,3.0,54399
13247,skoda, Scala,2019,Manual,4451,Petrol,150.0,49.6,1.0,14990
15551,bmw, X4,2019,Automatic,8610,Diesel,145.0,40.9,3.0,38995
14834,ford, KA,2014,Manual,13294,Petrol,30.0,57.7,1.2,5698
18422,ford, Galaxy,2018,Manual,8346,Diesel,145.0,56.5,2.0,16475
13360,toyota, Verso,2016,Manual,19000,Petrol,205.0,41.5,1.6,10990
16572,vauxhall, Combo Life,2019,Manual,6100,Diesel,145.0,53.3,1.5,14990
14796,bmw, i3,2017,Automatic,20082,Hybrid,135.0,470.8,0.0,20495
13344,merc, CLS Class,2015,Semi-Auto,39858,Diesel,125.0,56.5,2.1,16498
12647,toyota, Land Cruiser,2017,Semi-Auto,30071,Diesel,300.0,38.2,2.8,31495
14631,ford, Mustang,2019,Semi-Auto,10810,Petrol,145.0,22.1,5.0,36799
15007,merc, CLS Class,2018,Semi-Auto,10677,Diesel,145.0,48.7,2.9,33990
18611,merc, V Class,2018,Automatic,22,Diesel,145.0,44.8,2.2,35299
12958,vw, Arteon,2019,Automatic,11506,Diesel,145.0,50.4,2.0,29991
18280,bmw, X4,2014,Manual,44678,Diesel,160.0,52.3,2.0,16700
16044,merc, GL Class,2016,Automatic,19132,Diesel,330.0,36.2,3.0,34581
17735,vauxhall, Zafira Tourer,2017,Automatic,34416,Petrol,200.0,40.9,1.4,10790
17753,ford, Grand C-MAX,2018,Manual,12135,Petrol,145.0,47.1,1.0,13999
16673,toyota, Hilux,2017,Manual,14396,Diesel,260.0,39.8,2.4,14995
13301,toyota, GT86,2019,Automatic,3348,Petrol,145.0,32.8,2.0,27060
14188,audi, RS5,2019,Automatic,6500,Petrol,145.0,30.1,2.9,56000
18344,hyundi, IX35,2015,Manual,39000,Diesel,145.0,54.3,1.7,8490
13803,merc, CLS Class,2017,Semi-Auto,65700,Diesel,125.0,57.7,2.1,17495
19626,ford, Puma,2020,Manual,4111,Petrol,145.0,50.4,1.0,21995
14955,skoda, Rapid,2015,Manual,78791,Diesel,20.0,70.6,1.6,5795
17368,ford, Tourneo Custom,2016,Manual,25108,Diesel,200.0,44.8,2.0,16998
13773,bmw, M5,2019,Automatic,1501,Petrol,145.0,24.1,4.4,73990
16935,ford, Galaxy,2018,Automatic,31718,Diesel,145.0,52.3,2.0,18250
17859,bmw, X4,2019,Semi-Auto,1852,Diesel,145.0,40.4,3.0,37980
18618,vw, Scirocco,2009,Manual,79800,Petrol,260.0,37.2,2.0,5999
13584,merc, M Class,2013,Automatic,66426,Diesel,300.0,39.2,3.0,15890
15401,merc, X-CLASS,2019,Automatic,500,Diesel,260.0,35.8,2.3,24945
19567,skoda, Kamiq,2019,Automatic,2356,Petrol,145.0,44.1,1.5,19990
12625,audi, A8,2017,Automatic,16975,Petrol,555.0,28.2,4.0,43990
12616,toyota, GT86,2017,Manual,14345,Petrol,150.0,36.2,2.0,17000
16415,skoda, Kamiq,2020,Manual,986,Petrol,145.0,47.1,1.5,18991
18330,merc, SLK,2012,Automatic,43890,Petrol,205.0,43.5,1.8,12995
17803,ford, Galaxy,2016,Manual,34980,Diesel,125.0,56.5,2.0,17750
13553,bmw, X4,2016,Semi-Auto,64000,Diesel,145.0,54.3,2.0,20022
