ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
459554,Female,No,25,No,Engineer,8.0,Low,3.0,Cat_6,D
462494,Female,No,36,Yes,Artist,8.0,Low,4.0,Cat_3,D
459951,Male,Yes,53,Yes,Artist,0.0,Low,1.0,Cat_6,A
462921,Male,Yes,49,No,Artist,,Average,4.0,Cat_6,C
464624,Male,No,39,Yes,Entertainment,3.0,Low,2.0,Cat_1,A
460869,Male,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_6,B
459464,Male,No,29,Yes,Artist,,Low,2.0,Cat_6,B
463762,Male,Yes,31,No,Executive,1.0,High,3.0,Cat_6,A
466084,Male,Yes,49,Yes,Homemaker,12.0,Low,1.0,Cat_3,A
459142,Female,Yes,89,Yes,Artist,0.0,High,3.0,Cat_6,C
465785,Male,No,21,No,Healthcare,3.0,Low,7.0,Cat_4,D
461658,Female,Yes,62,Yes,Artist,0.0,Average,2.0,Cat_5,C
459454,Male,Yes,38,No,Artist,,Average,2.0,Cat_6,A
461512,Male,No,33,Yes,Doctor,,Low,4.0,Cat_6,D
465433,Female,No,40,Yes,Artist,,Low,1.0,Cat_2,B
465031,Female,Yes,67,Yes,,1.0,Average,2.0,Cat_6,A
461308,Male,No,18,No,Healthcare,0.0,Low,2.0,Cat_6,D
467064,Male,Yes,36,No,Doctor,0.0,Average,2.0,Cat_7,A
459562,Male,Yes,59,No,Entertainment,1.0,Average,2.0,Cat_7,C
465755,Female,No,50,Yes,Artist,8.0,Low,3.0,Cat_6,C
463349,Male,No,20,No,Healthcare,5.0,Low,5.0,Cat_2,D
460679,Female,No,19,,Healthcare,9.0,Low,4.0,Cat_3,D
460840,Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
461768,Male,Yes,69,Yes,Artist,0.0,High,2.0,Cat_6,C
459971,Female,No,40,Yes,Healthcare,8.0,Low,1.0,Cat_6,A
465275,Male,No,27,Yes,Healthcare,1.0,Low,5.0,Cat_6,D
466635,Male,Yes,53,Yes,Artist,4.0,Average,2.0,Cat_6,C
465650,Female,No,32,No,Marketing,0.0,Low,4.0,Cat_6,A
467027,Male,No,31,No,Executive,4.0,Low,5.0,Cat_1,D
462720,Male,Yes,35,Yes,Marketing,,Low,5.0,Cat_6,D
464756,Female,No,25,No,Engineer,5.0,Low,3.0,Cat_4,B
460262,Male,No,28,No,Executive,9.0,Low,4.0,Cat_6,D
467889,Male,Yes,61,Yes,Executive,0.0,High,2.0,Cat_6,C
465924,Female,No,28,Yes,Marketing,0.0,Low,2.0,Cat_6,D
464668,Male,Yes,32,No,Healthcare,1.0,High,4.0,Cat_4,D
461101,Female,Yes,50,Yes,Engineer,4.0,Average,4.0,Cat_3,A
459590,Male,Yes,22,No,Executive,1.0,High,3.0,Cat_6,D
461876,Male,No,32,Yes,Entertainment,9.0,Low,2.0,Cat_6,D
461492,Male,Yes,70,Yes,Entertainment,8.0,Average,2.0,Cat_6,C
466908,Male,Yes,55,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
461989,Female,,57,Yes,Engineer,0.0,Average,4.0,Cat_2,C
463345,Female,No,20,No,Healthcare,4.0,Low,4.0,Cat_6,D
461821,Female,No,28,No,Doctor,0.0,Low,4.0,Cat_6,C
466689,Male,No,28,Yes,Artist,8.0,Low,3.0,Cat_6,C
467538,Male,Yes,50,Yes,Artist,0.0,Low,3.0,Cat_6,B
463374,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
460758,Male,Yes,31,No,Executive,9.0,Average,2.0,Cat_6,A
460131,Female,No,29,Yes,Healthcare,6.0,Low,3.0,Cat_6,D
464345,Female,Yes,57,Yes,Artist,2.0,High,3.0,Cat_6,C
460347,Male,Yes,40,Yes,Artist,14.0,Low,2.0,Cat_6,C
462348,Female,Yes,73,Yes,Lawyer,1.0,High,2.0,Cat_6,B
461608,Female,Yes,56,Yes,Executive,,High,4.0,Cat_1,A
464897,Male,Yes,68,No,Executive,0.0,High,2.0,Cat_4,D
467548,Male,Yes,48,Yes,Artist,0.0,High,2.0,Cat_6,B
462773,Female,Yes,40,Yes,Artist,4.0,Average,5.0,Cat_6,B
460616,Male,Yes,32,Yes,Homemaker,2.0,Average,2.0,Cat_3,C
460411,Male,Yes,43,Yes,Healthcare,7.0,High,2.0,Cat_6,A
460248,Female,No,33,Yes,Healthcare,7.0,Low,2.0,Cat_6,D
463020,Male,Yes,31,Yes,Artist,0.0,Average,3.0,Cat_1,D
460924,Male,No,28,No,Doctor,1.0,Low,5.0,Cat_2,D
465651,Male,No,30,No,Engineer,1.0,Low,4.0,Cat_6,D
459105,Male,Yes,39,Yes,Executive,5.0,High,3.0,Cat_6,C
464662,Female,Yes,50,Yes,Artist,1.0,High,3.0,Cat_4,C
460999,Male,No,26,Yes,Engineer,1.0,Low,3.0,Cat_3,D
463975,Female,No,30,No,Healthcare,8.0,Low,4.0,Cat_4,B
459672,Male,Yes,47,No,Artist,3.0,Average,3.0,Cat_6,C
467308,Female,No,28,Yes,Doctor,0.0,Low,3.0,Cat_3,C
459271,Female,No,55,Yes,Artist,1.0,Low,1.0,Cat_6,A
459335,Male,No,26,Yes,Healthcare,,Low,3.0,Cat_1,D
462015,Male,Yes,27,Yes,Entertainment,0.0,Average,2.0,Cat_6,A
464171,Female,Yes,61,Yes,Artist,0.0,Low,1.0,Cat_6,C
463160,Female,No,48,No,Entertainment,,Low,1.0,Cat_6,B
459213,Female,No,38,Yes,Healthcare,0.0,Low,4.0,Cat_6,A
463832,Female,No,32,No,Marketing,,Low,,Cat_6,D
461571,Male,No,27,No,Healthcare,1.0,Low,4.0,Cat_6,C
461628,Male,Yes,39,Yes,Healthcare,11.0,Average,2.0,Cat_6,B
459950,Female,No,40,Yes,Artist,0.0,Low,1.0,Cat_6,A
466196,Female,Yes,78,Yes,Lawyer,6.0,Low,1.0,Cat_4,A
462341,Male,Yes,61,Yes,Artist,2.0,Average,2.0,Cat_6,C
461688,Male,Yes,41,Yes,Executive,7.0,High,2.0,Cat_6,C
460043,Female,Yes,43,Yes,Artist,2.0,Average,2.0,Cat_6,B
461747,Male,Yes,66,Yes,Artist,1.0,High,2.0,Cat_6,B
462635,Male,Yes,42,No,Engineer,5.0,Average,4.0,Cat_4,A
466169,Male,Yes,63,Yes,Artist,1.0,Low,1.0,Cat_1,C
464563,Male,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,B
463907,Female,No,33,Yes,Doctor,0.0,Low,5.0,Cat_6,D
466753,Female,Yes,70,Yes,Artist,1.0,Average,2.0,Cat_3,C
463332,Female,Yes,38,Yes,Engineer,1.0,Low,2.0,Cat_6,C
466523,Male,Yes,39,Yes,Executive,1.0,High,3.0,Cat_3,B
465674,Female,No,39,Yes,Entertainment,1.0,Low,2.0,Cat_4,A
461792,Female,No,23,No,Healthcare,6.0,Low,5.0,Cat_2,D
466890,Male,Yes,47,Yes,Artist,0.0,Average,6.0,Cat_7,B
466815,Male,No,31,No,Healthcare,0.0,Low,5.0,Cat_4,C
459192,Male,Yes,35,Yes,Artist,3.0,Average,3.0,Cat_6,C
459289,Male,No,39,Yes,Doctor,1.0,Low,1.0,Cat_6,A
466654,Male,No,30,,Marketing,8.0,Low,1.0,Cat_6,A
466710,Female,Yes,73,No,Artist,1.0,High,2.0,Cat_6,C
467422,Female,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_6,C
461429,Male,Yes,49,Yes,Doctor,1.0,Average,4.0,Cat_6,C
465905,Female,No,32,Yes,Artist,9.0,Low,1.0,Cat_6,A
461613,Female,No,25,Yes,Healthcare,8.0,Low,4.0,Cat_5,C
460890,Male,Yes,47,Yes,Artist,0.0,Average,4.0,Cat_3,C
462789,Female,No,19,No,Healthcare,,Low,6.0,Cat_3,D
464654,Female,Yes,39,No,Engineer,1.0,Average,4.0,Cat_4,B
461255,Male,No,18,No,Healthcare,1.0,Low,5.0,Cat_4,D
460473,Male,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_4,B
466202,Male,Yes,49,Yes,Artist,9.0,Average,2.0,Cat_6,C
463244,Female,Yes,45,No,Doctor,1.0,Low,1.0,Cat_6,B
459111,Male,Yes,41,Yes,Executive,0.0,Low,4.0,Cat_6,B
462928,Male,Yes,49,Yes,Artist,2.0,Average,4.0,Cat_2,C
464599,Female,Yes,50,Yes,Artist,1.0,High,7.0,Cat_2,B
463825,Female,Yes,45,Yes,Artist,1.0,Average,3.0,,B
459641,Female,Yes,58,Yes,Artist,4.0,Average,5.0,Cat_6,C
461243,Male,Yes,49,Yes,Marketing,0.0,Low,5.0,Cat_6,D
459124,Female,Yes,75,Yes,Artist,1.0,High,3.0,Cat_6,B
467083,Female,Yes,88,Yes,Lawyer,1.0,High,2.0,Cat_6,A
460773,Female,Yes,51,Yes,Artist,1.0,Average,3.0,Cat_6,C
464549,Male,Yes,52,Yes,Executive,1.0,Low,4.0,Cat_6,C
459811,Female,Yes,48,Yes,Artist,1.0,High,3.0,Cat_6,C
461197,Male,No,28,No,Marketing,0.0,Low,1.0,Cat_3,D
460059,Female,No,48,No,Entertainment,2.0,Low,,Cat_4,D
463152,Female,Yes,57,Yes,Doctor,1.0,Average,4.0,Cat_6,C
467736,Female,Yes,79,Yes,Lawyer,4.0,High,,Cat_6,B
463382,Female,Yes,50,Yes,Engineer,4.0,High,3.0,Cat_6,B
460670,Male,No,42,Yes,Artist,6.0,Low,2.0,Cat_3,B
460854,Female,No,22,No,Marketing,1.0,Low,2.0,Cat_1,D
462563,Female,Yes,52,Yes,Artist,0.0,Average,2.0,Cat_6,C
467435,Female,No,30,No,Artist,0.0,Low,,Cat_6,C
464930,Male,No,25,No,Marketing,0.0,Low,2.0,Cat_4,A
459265,Female,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_6,C
464929,Male,Yes,69,No,Doctor,0.0,Average,3.0,Cat_4,B
461705,Female,No,32,No,Healthcare,1.0,Low,4.0,Cat_6,D
465948,Female,Yes,46,Yes,Artist,1.0,Average,2.0,Cat_6,B
461385,Male,Yes,85,No,Lawyer,,Low,1.0,Cat_6,D
459442,Male,Yes,85,Yes,Executive,0.0,High,2.0,Cat_6,C
460190,Female,No,30,Yes,Entertainment,9.0,Low,3.0,Cat_6,D
466085,Male,No,19,No,,9.0,Low,4.0,Cat_4,D
462671,Female,Yes,43,Yes,Homemaker,8.0,High,2.0,Cat_6,A
463066,Female,No,28,Yes,Healthcare,9.0,Low,3.0,Cat_6,D
467339,Male,,55,Yes,Artist,1.0,Average,3.0,Cat_6,B
465350,Female,No,35,Yes,Artist,0.0,Low,3.0,Cat_6,A
461092,Female,Yes,29,Yes,Homemaker,0.0,High,2.0,Cat_3,A
461631,Male,No,29,No,Marketing,8.0,Low,5.0,Cat_6,C
463751,Female,,39,Yes,Doctor,5.0,Low,,Cat_2,B
465780,Female,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D
465145,Male,Yes,45,Yes,Artist,0.0,Average,2.0,Cat_6,C
462831,Male,Yes,29,No,Executive,1.0,High,3.0,Cat_6,D
462960,Female,Yes,57,Yes,Entertainment,0.0,Average,2.0,Cat_6,C
459827,Female,No,33,No,,,Low,1.0,Cat_7,C
461246,Male,Yes,51,Yes,Artist,,Average,5.0,Cat_6,C
463426,Male,Yes,38,No,Executive,0.0,High,5.0,Cat_6,A
465916,Male,No,42,Yes,Artist,3.0,Low,1.0,Cat_6,B
461022,Male,Yes,69,Yes,Artist,0.0,Low,1.0,Cat_3,A
465240,Male,Yes,59,Yes,Artist,4.0,High,2.0,Cat_7,D
467596,Male,Yes,37,No,Artist,1.0,Low,5.0,Cat_3,C
463755,Female,Yes,63,No,Artist,0.0,High,2.0,Cat_6,B
462997,Male,Yes,55,Yes,Entertainment,0.0,Average,4.0,Cat_6,C
459226,Female,Yes,43,Yes,Artist,0.0,Average,2.0,Cat_1,C
461225,Female,No,32,No,Marketing,11.0,Low,6.0,Cat_6,D
462609,Female,Yes,48,No,Doctor,4.0,Low,1.0,Cat_4,D
467606,Male,Yes,38,Yes,Executive,0.0,Average,3.0,Cat_6,B
462694,Male,Yes,61,Yes,Entertainment,6.0,Average,2.0,Cat_6,A
465357,Female,Yes,49,Yes,Artist,1.0,Average,3.0,Cat_6,C
460309,Male,No,28,Yes,Marketing,9.0,Low,5.0,Cat_7,D
459818,Female,Yes,68,No,Lawyer,1.0,Low,1.0,Cat_6,D
463436,Female,No,25,No,Doctor,0.0,Low,3.0,Cat_6,B
462007,Female,Yes,36,Yes,Artist,1.0,Average,2.0,Cat_6,C
462344,Female,Yes,63,Yes,Artist,0.0,High,4.0,Cat_6,C
463173,Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_3,B
463494,Male,Yes,47,,Healthcare,,Average,4.0,Cat_6,D
467056,Female,No,31,No,Homemaker,8.0,Low,1.0,Cat_6,A
462837,Female,No,25,No,Healthcare,14.0,Low,3.0,Cat_6,D
462293,Male,No,32,No,Healthcare,0.0,Low,3.0,Cat_6,D
462220,Female,No,18,No,Healthcare,7.0,Low,3.0,Cat_4,D
464281,Female,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,A
464469,Female,No,50,Yes,Artist,9.0,Low,1.0,Cat_6,B
464258,Female,Yes,88,No,Lawyer,0.0,High,2.0,Cat_6,B
462525,Female,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_6,C
465297,Male,Yes,88,No,,,High,3.0,Cat_6,A
462211,Male,No,18,No,Healthcare,1.0,Low,3.0,Cat_4,D
463258,Female,Yes,53,Yes,Artist,1.0,Average,3.0,Cat_6,A
464684,Female,No,40,No,Engineer,9.0,Low,5.0,Cat_4,A
460887,Male,Yes,47,Yes,Entertainment,2.0,Average,3.0,Cat_3,B
465256,Male,No,22,No,Healthcare,,Low,5.0,Cat_2,D
467541,Male,Yes,43,Yes,Artist,1.0,High,3.0,Cat_6,A
459653,Female,No,25,Yes,,8.0,Low,1.0,Cat_6,D
459263,Female,No,32,No,Healthcare,8.0,Low,4.0,Cat_6,D
462871,Male,Yes,48,No,Entertainment,1.0,Average,3.0,Cat_6,B
467416,Female,No,38,Yes,Doctor,8.0,Low,1.0,Cat_4,B
463713,Male,No,30,No,Engineer,9.0,Low,3.0,Cat_4,D
465299,Male,Yes,56,Yes,Executive,,High,2.0,Cat_6,B
463910,Female,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_6,C
464408,Female,Yes,45,Yes,Artist,,Average,4.0,Cat_4,C
466921,Female,No,22,No,Healthcare,3.0,Low,3.0,Cat_6,D
461382,Male,Yes,68,No,Executive,1.0,High,2.0,Cat_6,B
466972,Male,Yes,25,Yes,Artist,12.0,Low,2.0,Cat_6,A
465827,Male,No,27,No,,2.0,Low,7.0,Cat_4,D
464965,Male,Yes,76,No,Executive,,Low,7.0,Cat_4,D
467239,Female,No,33,No,Engineer,1.0,Low,3.0,Cat_6,D
459018,Male,Yes,85,No,Executive,1.0,High,2.0,Cat_6,D
467207,Female,No,27,Yes,Artist,8.0,Low,1.0,Cat_6,B
466089,Male,No,59,No,Entertainment,0.0,Low,3.0,Cat_6,B
464320,Male,Yes,74,No,Lawyer,0.0,High,2.0,Cat_6,A
467502,Female,No,26,No,Healthcare,,Low,6.0,Cat_7,D
461042,Male,No,19,No,Healthcare,0.0,Low,,Cat_4,D
467523,Male,No,20,No,Healthcare,,Low,4.0,Cat_4,D
466393,Female,Yes,42,No,Entertainment,1.0,Low,6.0,Cat_3,B
466485,Male,Yes,37,Yes,Executive,9.0,High,2.0,Cat_3,A
466184,Female,No,35,Yes,Artist,3.0,Low,1.0,Cat_6,C
462550,Female,No,23,No,Healthcare,2.0,Low,6.0,Cat_1,D
463599,Female,No,31,No,Healthcare,10.0,Low,2.0,Cat_3,C
459761,Female,No,47,No,Engineer,,Low,,Cat_6,A
460716,Male,Yes,52,Yes,Entertainment,0.0,Average,4.0,Cat_6,B
463710,Male,No,49,Yes,Entertainment,0.0,Low,1.0,Cat_2,B
466626,Female,Yes,51,Yes,Artist,1.0,Average,2.0,Cat_7,C
460034,Female,Yes,38,Yes,Artist,8.0,Low,1.0,Cat_6,D
460074,Female,No,48,Yes,Lawyer,4.0,Low,1.0,Cat_6,A
462117,Male,No,32,Yes,Entertainment,1.0,Low,2.0,Cat_6,D
466144,Female,Yes,48,No,Artist,0.0,Low,,,C
462624,Male,Yes,31,No,Entertainment,1.0,Low,6.0,Cat_4,D
460684,Male,Yes,62,No,Entertainment,8.0,Low,2.0,Cat_3,B
461440,Female,Yes,42,Yes,Artist,1.0,Average,2.0,Cat_6,C
465351,Female,Yes,51,Yes,Artist,8.0,Average,2.0,Cat_6,B
463958,Female,No,25,No,Healthcare,0.0,Low,5.0,Cat_2,C
465967,Male,Yes,36,No,Doctor,6.0,Low,3.0,Cat_6,A
459346,Male,Yes,47,Yes,Executive,0.0,Average,5.0,Cat_2,B
459702,Female,Yes,62,Yes,Lawyer,1.0,Low,3.0,Cat_6,A
463696,Female,No,48,Yes,Marketing,0.0,Low,1.0,Cat_7,A
465116,Female,Yes,66,Yes,Artist,0.0,Low,2.0,Cat_6,C
467515,Male,Yes,28,Yes,Engineer,0.0,Average,2.0,Cat_6,A
465326,Male,Yes,76,Yes,Artist,,Low,1.0,Cat_6,A
465779,Female,No,19,No,Healthcare,0.0,Low,5.0,Cat_2,D
464681,Female,Yes,25,No,Engineer,4.0,Average,5.0,Cat_4,D
467163,Male,No,32,No,Healthcare,9.0,Low,3.0,Cat_6,D
459934,Male,No,49,Yes,Artist,0.0,Low,1.0,Cat_6,B
462627,Male,Yes,27,No,Entertainment,,Average,3.0,Cat_4,D
460956,Female,Yes,47,Yes,Artist,1.0,Average,4.0,Cat_3,C
465431,Male,Yes,35,No,Artist,0.0,Low,2.0,Cat_6,B
463134,Male,No,29,Yes,Entertainment,,Low,1.0,Cat_6,D
466299,Female,Yes,40,Yes,Engineer,0.0,Low,2.0,Cat_2,B
465913,Female,Yes,29,Yes,Artist,10.0,Low,2.0,Cat_6,B
459841,Male,Yes,56,Yes,Healthcare,,High,3.0,Cat_6,B
465175,Female,No,22,No,Homemaker,0.0,Low,4.0,Cat_6,D
462800,Female,Yes,62,Yes,Lawyer,9.0,Average,2.0,Cat_4,B
461699,Male,No,28,Yes,Doctor,0.0,Low,1.0,Cat_6,D
466215,Male,Yes,53,Yes,Artist,3.0,Average,4.0,Cat_6,C
466728,Male,Yes,28,No,Doctor,0.0,Average,2.0,Cat_6,A
466868,Male,No,26,Yes,Doctor,4.0,Low,3.0,Cat_2,A
460299,Male,Yes,56,Yes,Artist,4.0,Low,1.0,Cat_6,B
462973,Male,Yes,39,Yes,Artist,9.0,Average,2.0,Cat_3,B
459219,Female,Yes,47,Yes,Artist,0.0,Average,3.0,Cat_6,C
461456,Female,No,40,No,Marketing,0.0,Low,1.0,Cat_6,A
464949,Male,Yes,19,No,Executive,0.0,High,3.0,Cat_4,A
466445,Female,,21,No,Healthcare,,Low,4.0,Cat_6,D
467470,Male,Yes,53,Yes,Engineer,1.0,Average,3.0,Cat_6,B
462379,Female,Yes,60,Yes,Artist,1.0,Average,3.0,Cat_6,C
465541,Female,Yes,45,Yes,Artist,1.0,Average,4.0,Cat_7,C
460703,Female,Yes,30,Yes,Engineer,8.0,Average,5.0,Cat_4,D
462466,Male,Yes,52,Yes,Executive,0.0,High,4.0,Cat_6,C
460691,Female,No,27,No,Homemaker,8.0,Low,1.0,Cat_3,D
465600,Male,Yes,40,Yes,Engineer,7.0,Low,2.0,Cat_3,B
466936,Male,Yes,55,No,Lawyer,1.0,High,3.0,Cat_6,C
467806,Male,Yes,62,Yes,Artist,1.0,High,2.0,Cat_6,B
464274,Female,Yes,56,Yes,Artist,1.0,Average,5.0,Cat_6,C
466813,Male,Yes,59,Yes,Artist,1.0,Low,,Cat_6,A
463959,Female,No,37,No,Artist,1.0,Low,1.0,Cat_6,B
465323,Female,Yes,43,Yes,Artist,0.0,Low,1.0,Cat_6,A
462870,Female,No,41,Yes,Artist,3.0,Low,3.0,Cat_6,D
461145,Female,Yes,36,Yes,Entertainment,0.0,Low,2.0,Cat_3,A
460781,Female,Yes,30,No,Entertainment,1.0,High,4.0,Cat_5,D
466128,Male,No,35,Yes,Artist,4.0,Low,2.0,Cat_6,A
462721,Female,Yes,72,No,Lawyer,1.0,High,3.0,Cat_6,D
467218,Female,No,32,Yes,Artist,9.0,Low,1.0,Cat_6,D
466625,Male,Yes,49,Yes,Artist,0.0,Average,2.0,Cat_7,C
463674,Female,No,25,Yes,Engineer,0.0,Low,7.0,Cat_4,C
464297,Male,No,26,No,Artist,8.0,Low,5.0,Cat_5,A
464368,Male,Yes,36,Yes,Entertainment,4.0,Average,2.0,Cat_6,B
466767,Male,Yes,68,Yes,Lawyer,0.0,Low,2.0,,C
461878,Male,No,33,Yes,Healthcare,3.0,Low,1.0,Cat_6,D
465718,Female,Yes,49,Yes,Marketing,9.0,Low,2.0,Cat_6,C
465671,Female,Yes,35,No,Engineer,2.0,Average,5.0,Cat_4,D
460269,Male,No,31,Yes,Healthcare,8.0,Low,,Cat_7,D
467266,Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_3,C
462006,Male,Yes,28,Yes,Artist,1.0,Average,2.0,Cat_6,B
464022,Female,No,22,No,Healthcare,0.0,Low,3.0,Cat_6,D
459822,Female,No,37,Yes,Engineer,0.0,Low,1.0,Cat_4,D
464114,Female,No,36,No,Doctor,0.0,Low,2.0,Cat_6,A
466456,Female,Yes,43,No,Doctor,9.0,Low,1.0,Cat_2,A
465076,Male,Yes,72,Yes,Artist,0.0,High,5.0,Cat_6,C
463038,Male,Yes,63,Yes,Executive,0.0,High,5.0,Cat_6,D
467337,Male,Yes,56,Yes,Artist,1.0,Average,4.0,Cat_6,C
462644,Male,Yes,25,No,Engineer,,Average,3.0,Cat_4,D
464503,Male,No,25,Yes,Artist,9.0,Low,3.0,Cat_6,A
465100,Male,Yes,56,Yes,Artist,1.0,High,2.0,Cat_6,C
463335,Male,No,27,Yes,Doctor,,Low,1.0,Cat_4,A
463613,Female,Yes,48,Yes,Artist,0.0,Average,6.0,Cat_6,A
460285,Female,No,57,Yes,Doctor,0.0,Low,2.0,Cat_6,B
459842,Male,No,25,Yes,Healthcare,,Low,3.0,Cat_6,D
460329,Male,No,45,Yes,Entertainment,6.0,Low,2.0,Cat_6,A
465921,Female,No,25,Yes,Artist,8.0,Low,1.0,Cat_6,B
466054,Female,Yes,33,No,Homemaker,8.0,Average,4.0,Cat_4,D
462023,Female,Yes,46,No,Engineer,8.0,Low,1.0,Cat_6,A
461753,Female,No,35,Yes,Artist,0.0,Low,1.0,Cat_6,B
461666,Female,Yes,35,Yes,Artist,0.0,High,2.0,Cat_7,C
464250,Male,Yes,53,Yes,Executive,6.0,High,3.0,Cat_6,C
467866,Male,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,C
464926,Female,Yes,46,No,Engineer,0.0,High,3.0,Cat_4,A
465919,Female,No,50,Yes,Artist,0.0,Low,1.0,Cat_6,B
464181,Female,No,31,Yes,Healthcare,6.0,Low,4.0,Cat_2,D
462230,Male,No,23,No,Healthcare,1.0,Low,8.0,Cat_4,D
459679,Female,No,21,No,Entertainment,1.0,Low,4.0,Cat_6,D
467423,Male,Yes,61,Yes,Artist,0.0,Low,1.0,Cat_6,B
464053,Female,Yes,38,No,Entertainment,4.0,Low,1.0,Cat_6,B
464642,Female,Yes,26,Yes,Engineer,6.0,High,7.0,Cat_4,D
463697,Female,No,32,Yes,Artist,6.0,Low,7.0,Cat_4,A
463185,Female,Yes,58,Yes,Artist,1.0,Average,2.0,Cat_6,C
461775,Female,Yes,83,No,Lawyer,0.0,High,2.0,Cat_6,B
463727,Female,No,27,No,Doctor,0.0,Low,5.0,Cat_3,A
462225,Male,Yes,49,No,Engineer,1.0,Average,8.0,Cat_4,D
461508,Male,No,33,Yes,Artist,8.0,Low,1.0,Cat_6,A
461966,Female,No,41,Yes,Artist,1.0,Low,1.0,Cat_6,C
462319,Male,Yes,47,Yes,Artist,1.0,Average,2.0,Cat_2,C
465824,Male,Yes,68,No,Lawyer,2.0,Low,3.0,Cat_4,A
464529,Male,No,45,Yes,Artist,9.0,Low,1.0,Cat_6,D
460306,Female,No,39,Yes,Healthcare,9.0,Low,1.0,Cat_6,D
459363,Male,No,53,Yes,Artist,2.0,Low,1.0,Cat_6,A
464574,Male,No,58,No,Healthcare,4.0,Low,2.0,Cat_6,D
466947,Male,Yes,57,No,Executive,1.0,High,5.0,Cat_6,C
460130,Male,No,27,Yes,Healthcare,2.0,Low,4.0,Cat_1,A
461365,Male,No,27,No,Healthcare,1.0,Low,3.0,Cat_6,D
465291,Female,Yes,45,Yes,Artist,5.0,Average,3.0,Cat_6,C
464004,Female,Yes,26,No,Marketing,0.0,Low,5.0,Cat_4,D
467409,Male,No,35,Yes,Artist,8.0,Low,1.0,Cat_6,A
467763,Female,No,48,Yes,Artist,1.0,Low,1.0,Cat_2,B
463824,Female,Yes,37,No,Artist,1.0,Low,3.0,Cat_6,B
459513,Female,No,32,Yes,Healthcare,3.0,Low,2.0,Cat_6,C
464122,Male,Yes,63,Yes,Artist,0.0,Average,4.0,Cat_6,B
467965,Female,No,37,Yes,Healthcare,1.0,Low,2.0,Cat_6,A
464347,Female,No,33,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
459819,Male,Yes,71,Yes,Entertainment,,High,2.0,Cat_6,B
467807,Male,Yes,50,Yes,Executive,1.0,Average,3.0,Cat_6,B
465592,Male,Yes,65,Yes,Entertainment,1.0,Low,1.0,Cat_6,B
460641,Male,,53,Yes,Artist,,Average,3.0,Cat_3,C
462949,Male,Yes,35,No,Homemaker,1.0,Average,3.0,Cat_6,B
466672,Male,Yes,62,Yes,Artist,0.0,Low,3.0,Cat_6,C
467458,Female,No,28,Yes,Entertainment,0.0,Low,2.0,Cat_6,D
461181,Male,No,21,No,Healthcare,,Low,4.0,Cat_3,D
466836,Female,No,42,Yes,Doctor,0.0,Low,1.0,Cat_4,D
464841,Male,,19,No,Entertainment,0.0,High,3.0,Cat_4,D
464689,Female,No,25,Yes,Marketing,2.0,Low,,Cat_4,A
467488,Female,Yes,38,Yes,Entertainment,,Average,2.0,Cat_2,A
461356,Male,No,25,Yes,Entertainment,0.0,Low,2.0,Cat_6,A
466594,Male,Yes,72,Yes,Executive,1.0,High,2.0,Cat_6,C
460061,Male,No,45,Yes,Marketing,0.0,Low,1.0,Cat_3,D
460873,Male,Yes,46,Yes,Entertainment,0.0,Average,3.0,Cat_4,B
460417,Female,Yes,51,Yes,Marketing,9.0,Low,1.0,Cat_6,A
464837,Male,Yes,61,Yes,Artist,1.0,Average,5.0,Cat_4,B
462888,Male,Yes,39,Yes,Executive,,High,3.0,Cat_6,B
467268,Male,Yes,88,Yes,Lawyer,,Low,1.0,Cat_6,A
465114,Female,No,43,No,Doctor,4.0,Low,6.0,Cat_7,B
461960,Male,Yes,57,Yes,Entertainment,0.0,Low,2.0,Cat_6,A
460472,Male,Yes,49,No,Doctor,1.0,Average,3.0,Cat_4,A
463585,Female,No,23,No,Healthcare,0.0,Low,3.0,Cat_6,D
460513,Male,No,27,No,Healthcare,2.0,Low,4.0,Cat_3,D
466012,Male,Yes,56,,Artist,2.0,Average,3.0,Cat_4,B
464064,Female,Yes,39,No,Doctor,0.0,Low,2.0,Cat_6,B
461637,Male,Yes,51,Yes,Artist,1.0,Low,2.0,Cat_7,B
461886,Male,Yes,33,Yes,Healthcare,9.0,Low,2.0,Cat_6,D
465713,Male,Yes,59,Yes,Artist,0.0,Average,4.0,Cat_6,C
465327,Female,No,42,Yes,Entertainment,1.0,Low,1.0,Cat_6,D
