index,work_year,experience_level,employment_type,job_title,employee_residence,remote_ratio,company_location,company_size,salary
2164,2022,SE,FT,Data Analyst,US,,US,M,169000
1549,2023,MI,FT,Data Analytics Lead,IN,50.0,SG,M,17509
3191,2022,SE,FT,Data Analyst,US,100.0,US,M,93700
3605,2021,EN,FT,Data Engineer,IN,50.0,IN,M,21637
426,2023,EN,FT,Data Analyst,US,100.0,US,M,56100
1727,2023,SE,FT,Data Engineer,PT,,PT,M,37558
3218,2022,MI,FT,Data Scientist,GB,,GB,M,67723
2732,2022,SE,FT,Machine Learning Engineer,US,100.0,US,M,180000
906,2023,SE,FT,Data Manager,US,,US,M,155000
2877,2022,SE,FT,Data Engineer,US,,US,M,135000
3041,2022,SE,FT,Data Engineer,US,100.0,US,L,131300
793,2023,SE,FT,Data Science Manager,US,,US,M,299500
2797,2022,SE,FT,Data Architect,US,100.0,US,M,135000
2175,2022,SE,FT,Data Architect,US,100.0,US,M,190000
2388,2022,SE,FT,Data Analyst,US,,US,M,130000
2576,2022,SE,FT,Data Analyst,US,,US,M,169000
3254,2022,MI,FT,Data Analyst,US,,US,M,126500
2560,2022,MI,FT,BI Analyst,BR,100.0,BR,M,48000
1196,2023,SE,FT,Data Architect,US,100.0,US,M,114000
2099,2022,SE,FT,Data Engineer,US,,US,M,105000
592,2022,MI,FT,Data Scientist,DE,100.0,DE,M,73546
1556,2023,SE,FT,BI Developer,US,100.0,US,M,140000
2480,2022,SE,FT,Data Scientist,US,,US,M,138938
2623,2022,SE,FT,Data Scientist,US,,US,M,129300
616,2023,EN,FT,Data Engineer,US,,US,M,90000
752,2023,EN,FT,Data Analyst,US,100.0,US,M,60000
336,2023,MI,FT,Data Scientist,US,100.0,US,M,93918
2546,2022,MI,FT,Data Scientist,MX,100.0,MX,L,30000
2974,2022,SE,FT,Machine Learning Engineer,US,100.0,US,M,148800
3115,2022,SE,FT,Data Analyst,US,100.0,US,M,117000
599,2023,SE,FT,Data Engineer,US,,US,M,252000
2462,2022,SE,FT,Data Engineer,US,,US,M,240000
2685,2022,SE,CT,Data Analyst,US,100.0,US,M,90000
3623,2020,SE,FT,Machine Learning Engineer,US,50.0,US,L,150000
1393,2023,SE,FT,Data Analyst,US,,US,M,106800
899,2023,SE,FT,Data Scientist,US,,US,M,129300
1675,2023,SE,FT,Data Science Manager,US,100.0,US,M,297300
359,2023,SE,FT,Machine Learning Engineer,US,100.0,US,M,199000
647,2023,SE,FT,Data Analyst,US,,US,M,180180
669,2023,SE,FT,Machine Learning Engineer,US,100.0,US,M,150000
1006,2023,SE,FT,Machine Learning Engineer,US,,US,M,122700
3109,2022,SE,FT,Data Scientist,US,100.0,US,L,160000
548,2023,SE,FT,Data Engineer,US,,US,M,106500
2698,2022,MI,FT,BI Data Analyst,AU,50.0,AU,L,45050
185,2023,MI,FT,ETL Engineer,GB,100.0,GB,M,57723
1720,2023,SE,FT,NLP Engineer,US,,US,M,235000
2203,2022,SE,FT,Data Engineer,US,,US,M,191200
1116,2023,SE,FT,Machine Learning Engineer,US,,US,M,323300
257,2023,SE,FT,Data Analyst,US,,US,M,70000
2364,2022,SE,FT,Data Analyst,US,,US,M,169000
3716,2021,MI,FL,Machine Learning Scientist,PK,50.0,PK,M,12000
3014,2022,EN,FT,Machine Learning Engineer,GB,100.0,GB,S,55410
2245,2022,MI,FT,Deep Learning Engineer,GB,100.0,GB,M,86193
1814,2023,SE,FT,Machine Learning Engineer,US,,US,L,261500
1613,2023,SE,FT,Data Scientist,US,100.0,US,M,104000
1908,2022,SE,FT,Data Science Manager,US,,US,M,120000
3046,2022,SE,FT,Machine Learning Engineer,US,100.0,US,L,202900
909,2023,MI,FT,Machine Learning Infrastructure Engineer,US,,US,M,171600
3114,2022,MI,FT,Data Engineer,GB,,GB,M,104663
766,2023,MI,FT,Data Scientist,ES,,ES,M,48289
3703,2021,MI,FT,Data Scientist,BR,,BR,S,12901
779,2023,SE,FT,ML Engineer,CA,100.0,CA,M,260000
915,2023,SE,FT,Data Scientist,US,,US,M,136000
1426,2023,SE,FT,Machine Learning Engineer,US,,US,M,184000
3153,2022,SE,FT,Data Science Manager,US,100.0,US,M,200000
2102,2022,SE,FT,Data Scientist,US,,US,M,95000
1067,2023,SE,FT,Data Engineer,US,,US,M,185000
2402,2022,SE,FT,Data Analyst,US,,US,M,130000
2377,2022,SE,FT,Data Analyst,US,100.0,US,M,81666
3248,2022,SE,FT,Data Engineer,US,,US,M,181940
3038,2022,SE,FT,Data Science Manager,US,100.0,US,L,189500
2599,2022,SE,FT,Data Scientist,US,100.0,US,M,106800
1664,2023,SE,FT,Data Architect,US,100.0,US,M,115000
1858,2022,MI,FT,Data Scientist,FR,100.0,FR,M,52533
1736,2023,MI,FT,Data Engineer,US,,US,M,120000
2407,2022,SE,FT,Data Engineer,US,100.0,US,M,225000
1569,2023,MI,FT,Data Engineer,US,100.0,US,M,120000
3567,2021,EN,FT,Data Engineer,IN,100.0,IN,L,30428
1472,2023,SE,FT,Analytics Engineer,US,100.0,US,M,231250
3100,2022,SE,FT,Data Engineer,US,100.0,US,M,170000
1892,2022,EN,FT,Product Data Analyst,US,100.0,US,M,100000
573,2023,EN,FT,Autonomous Vehicle Technician,GH,,GH,S,7000
3372,2022,SE,FT,Data Analyst,US,,US,M,129000
2030,2022,MI,FT,Data Analyst,US,100.0,US,M,100000
73,2023,SE,FT,Data Scientist,US,100.0,US,M,201450
2504,2022,SE,FT,Data Engineer,US,100.0,US,M,195000
277,2023,SE,FT,Applied Scientist,US,,US,L,136000
3387,2022,SE,FT,Data Engineer,US,100.0,US,M,25000
1571,2023,SE,FT,Data Engineer,US,100.0,US,M,250000
3119,2020,EN,FT,Data Engineer,IN,100.0,IN,L,13493
612,2023,EN,FT,Data Engineer,US,100.0,US,M,58000
2626,2022,SE,FT,Data Engineer,US,100.0,US,M,185000
1961,2022,SE,FT,Research Engineer,US,,US,M,149850
1428,2023,EX,FT,Data Engineer,US,100.0,US,M,239000
2024,2022,MI,FT,MLOps Engineer,US,100.0,US,M,134000
1854,2022,SE,FT,Machine Learning Engineer,US,100.0,US,M,160000
2977,2022,MI,FT,Data Science Manager,US,100.0,US,M,134000
2110,2022,SE,FT,Data Engineer,US,100.0,US,M,220000
600,2023,SE,FT,Data Engineer,US,,US,M,129000
1681,2023,SE,FT,Data Scientist,US,100.0,US,M,110000
1254,2023,SE,FT,Data Engineer,US,,US,M,65488
2196,2022,MI,FT,Data Analyst,US,,US,M,100000
1031,2023,SE,FT,Data Analyst,US,100.0,US,M,85000
1262,2023,SE,FT,Machine Learning Engineer,US,,US,M,170000
2167,2022,SE,FT,Data Analyst,US,100.0,US,M,96000
500,2023,SE,FT,Data Engineer,US,,US,M,132300
1598,2023,SE,FT,Data Science Consultant,US,,US,M,128000
184,2023,MI,FT,ETL Engineer,GB,100.0,GB,M,85066
2477,2022,SE,FT,Data Engineer,US,100.0,US,M,275000
2730,2022,SE,FT,Data Engineer,US,100.0,US,M,150000
2994,2022,SE,FT,Machine Learning Engineer,US,,US,M,189650
1190,2023,MI,FT,Data Engineer,US,,US,M,90000
1702,2023,MI,FT,Data Scientist,US,,US,M,187500
1850,2022,EN,FT,AI Programmer,PK,100.0,AU,M,40000
572,2023,SE,FT,Data Analyst,US,100.0,US,M,80000
93,2023,SE,FT,Data Scientist,US,,US,M,105000
2092,2022,SE,FT,Data Engineer,US,,US,M,160000
268,2023,SE,FT,Analytics Engineer,US,100.0,US,M,152900
3751,2021,MI,FT,Principal Data Scientist,US,100.0,US,L,151000
1518,2023,MI,FT,Data Analyst,US,,US,M,52500
2386,2022,SE,FT,Data Analyst,US,,US,M,154560
2848,2022,SE,FT,Data Scientist,US,100.0,US,M,141525
3580,2021,MI,FT,Cloud Data Engineer,SG,50.0,SG,L,89294
929,2023,MI,FT,Data Engineer,US,,US,M,120000
1014,2023,SE,FT,Machine Learning Engineer,US,,US,M,172200
1771,2023,SE,FT,Machine Learning Engineer,US,,US,M,142200
1223,2023,EN,FT,Data Analyst,US,100.0,US,L,60000
1041,2023,SE,FT,Data Quality Analyst,US,,US,M,64980
3477,2022,EN,FT,Computer Vision Software Engineer,AU,100.0,AU,S,150000
3335,2022,SE,FT,Data Engineer,US,100.0,US,M,130000
3088,2022,SE,FT,Data Engineer,US,,US,L,80000
1261,2023,SE,FT,Machine Learning Engineer,US,,US,M,220000
2076,2022,SE,FT,Data Engineer,US,,US,M,106800
1480,2023,EN,FT,Data Scientist,US,,US,M,124234
2834,2021,EN,FT,Machine Learning Developer,TH,100.0,TH,L,15000
1398,2023,SE,FT,Applied Scientist,US,,US,M,205000
1918,2022,MI,FT,Data Scientist,IN,100.0,US,M,31795
1643,2023,SE,FT,Data Lead,US,,US,M,225000
2461,2022,SE,FT,Data Scientist,US,,US,L,144000
146,2023,SE,FT,Machine Learning Engineer,US,100.0,US,M,212200
2297,2022,SE,FT,Data Analyst,US,,US,M,131000
2151,2022,MI,FT,Data Scientist,DE,,DE,M,60938
3565,2021,SE,FT,Data Engineer,GB,100.0,GB,M,113476
2159,2022,MI,FT,Data Analyst,US,,US,M,124000
2984,2022,MI,FT,Data Scientist,NL,,NL,M,115573
3587,2021,SE,FT,Data Engineer,US,100.0,US,L,174000
2567,2022,MI,FT,Data Scientist,BR,100.0,BR,M,84000
2242,2022,MI,FT,Data Specialist,US,,US,M,135000
1701,2023,SE,FT,Data Analyst,US,,US,M,137500
833,2023,SE,FT,Data Analytics Specialist,US,,US,M,85000
1553,2023,SE,FT,Data Scientist,LV,,LV,M,38631
3403,2022,MI,FT,Data Scientist,GB,,GB,M,86193
773,2023,SE,FT,Data Engineer,US,,US,M,252000
3181,2022,MI,FT,ETL Developer,GR,,GR,M,52533
1896,2022,MI,FT,Data Scientist,GB,,GB,M,67723
2978,2022,SE,FT,Data Scientist,US,100.0,US,M,170000
2561,2022,SE,FT,Data Analyst,US,100.0,US,M,175950
584,2023,MI,FT,Data Scientist,GB,,GB,M,51039
2147,2022,SE,FT,Machine Learning Software Engineer,CA,100.0,CA,M,227200
1446,2023,SE,FT,Data Scientist,US,100.0,US,M,237000
684,2023,MI,FT,Data Analyst,US,,US,M,112000
2658,2022,SE,FT,Data Engineer,US,100.0,US,M,170000
2261,2022,MI,FT,Data Analyst,US,,US,M,165000
26,2023,SE,FT,Business Intelligence Engineer,US,,US,M,156400
3172,2022,SE,FT,Data Engineer,US,100.0,US,M,175000
3397,2022,SE,FT,Data Scientist,US,100.0,US,M,140000
2280,2022,EX,FT,Data Engineer,US,100.0,US,M,239000
754,2023,MI,FT,Analytics Engineer,US,,US,M,165000
2867,2022,MI,FT,Data Analyst,US,100.0,US,L,97500
3213,2022,SE,FT,Data Scientist,US,,US,L,140400
1825,2022,SE,FT,Data Engineer,US,,US,M,106800
1839,2022,SE,FT,Data Engineer,US,,US,M,115000
2966,2022,SE,FT,Lead Machine Learning Engineer,IN,50.0,IN,L,95386
1324,2023,SE,FT,Data Engineer,US,,US,M,81500
3251,2022,SE,FT,Data Engineer,US,,US,M,160080
3481,2022,EN,,Data Scientist,DZ,50.0,DZ,M,100000
831,2023,SE,FT,Data Scientist,US,,US,M,148750
1349,2023,MI,FT,Research Scientist,US,,US,M,70000
1761,2023,SE,FT,Data Scientist,US,,US,M,140000
3402,2022,MI,FT,Data Scientist,GB,,GB,M,172386
2932,2022,MI,FT,Applied Machine Learning Scientist,BO,100.0,US,M,75000
2371,2022,SE,FT,Data Scientist,US,,US,M,129300
2439,2022,MI,FT,Data Scientist,US,100.0,US,M,78000
2041,2022,EN,FT,Data Analyst,US,50.0,US,L,50000
3661,2021,SE,FT,Data Analytics Engineer,VN,100.0,GB,M,50000
2391,2022,MI,FT,Data Engineer,US,,US,M,145000
1157,2023,SE,FT,Data Scientist,US,,US,M,155000
485,2023,MI,FT,Research Scientist,US,100.0,US,M,151800
2935,2022,SE,FT,Data Scientist,US,100.0,US,M,170000
56,2023,SE,FT,Research Engineer,US,,US,M,189110
3752,2020,EN,FT,Data Scientist,US,100.0,US,S,105000
157,2023,MI,FT,Data Analyst,GB,,GB,M,46178
2805,2022,MI,CT,NLP Engineer,IN,100.0,US,S,60000
844,2023,SE,FT,Data Scientist,US,100.0,US,M,123900
3582,2021,SE,FT,Lead Data Engineer,US,,US,L,276000
1063,2023,SE,FT,Machine Learning Infrastructure Engineer,US,,US,M,171600
2508,2022,SE,FT,Data Operations Analyst,US,,US,M,123000
2063,2022,SE,FT,Data Analyst,US,100.0,US,M,201000
3211,2022,MI,FT,Data Engineer,GB,100.0,GB,M,73880
2596,2022,MI,FT,Data Engineer,GB,,GB,M,110820
17,2023,SE,FT,Data Scientist,US,,US,M,170000
2339,2022,SE,FT,Data Scientist,ES,,ES,M,37824
1414,2023,SE,FT,Data Analyst,US,,US,M,106020
1764,2023,SE,FT,Machine Learning Engineer,US,,US,M,204500
1096,2023,SE,FT,Data Engineer,US,,US,M,172800
112,2023,SE,FT,Research Engineer,US,,US,M,133000
85,2023,SE,FT,Business Intelligence Engineer,US,,US,M,185900
1964,2022,SE,FT,Data Scientist,US,,US,M,249500
1579,2023,SE,FT,Data Architect,US,,US,M,174500
3437,2022,SE,FT,Head of Data,MY,100.0,US,M,200000
165,2023,SE,FT,Machine Learning Engineer,US,,US,M,190000
2916,2022,EX,FT,AI Scientist,US,100.0,US,S,200000
1025,2023,SE,FT,Machine Learning Engineer,DE,,DE,M,174000
3328,2022,SE,FT,Analytics Engineer,US,,US,M,205300
942,2023,SE,FT,Machine Learning Engineer,US,,US,M,163800
3639,2021,SE,FT,Machine Learning Engineer,IN,,IN,L,66265
1158,2023,SE,FT,Data Scientist,US,,US,M,139500
381,2023,SE,FT,Data Analyst,US,,US,M,155000
2564,2022,SE,FT,Data Engineer,US,,US,L,105700
1841,2022,MI,FT,Data Analyst,US,,US,M,150000
814,2023,SE,FT,Data Engineer,US,100.0,US,M,153600
715,2023,SE,FT,Data Scientist,US,,US,M,140000
517,2023,SE,FT,Data Analyst,US,100.0,US,M,185000
2525,2022,EN,FT,Data Scientist,US,100.0,US,M,100000
2642,2022,SE,FT,Data Scientist,US,100.0,US,M,185000
3743,2020,MI,FT,Data Engineer,ES,100.0,US,M,130800
3509,2021,MI,FT,Data Architect,US,100.0,US,L,170000
497,2023,SE,FT,Data Engineer,US,,US,M,171250
1264,2023,EX,FT,Data Engineer,US,,US,M,210000
3447,2022,SE,FT,Research Scientist,FR,50.0,FR,L,89306
1337,2023,MI,FT,Data Engineer,ES,100.0,ES,M,66531
1429,2023,SE,FT,Data Scientist,US,100.0,US,M,225000
3025,2022,SE,FT,Data Scientist,US,,US,M,88100
971,2022,EN,,Data Analyst,US,100.0,US,S,34320
3232,2022,SE,FT,Data Scientist,US,,US,M,180000
3378,2022,SE,FT,Data Scientist,US,100.0,US,M,210000
3261,2022,MI,FT,Data Scientist,US,,US,M,90000
522,2023,SE,FT,Data Architect,US,100.0,US,M,125000
1232,2023,SE,FT,Data Analyst,US,,US,M,52500
1010,2023,SE,FT,Data Analyst,US,,US,M,121904
444,2023,SE,FT,Data Analyst,US,,US,M,100500
2200,2022,SE,FT,Data Engineer,ES,,ES,M,42026
2252,2022,SE,FT,Data Scientist,US,,US,M,122600
1030,2023,SE,FT,Data Analyst,US,100.0,US,M,170500
1614,2023,SE,FT,Data Scientist,US,100.0,US,M,168000
1802,2023,SE,FT,Data Engineer,US,100.0,US,M,166000
3505,2021,SE,FT,Machine Learning Engineer,BE,50.0,BE,M,82744
3520,2021,EN,FT,Machine Learning Engineer,US,100.0,US,S,125000
3484,2021,SE,FT,Computer Vision Engineer,BR,100.0,BR,M,24000
409,2023,SE,FT,Data Scientist,US,,US,M,252000
2981,2022,EX,FT,Analytics Engineer,US,100.0,US,M,150000
182,2023,MI,FT,Data Scientist,GB,,GB,M,54685
1607,2023,MI,FT,Data Analyst,US,,US,M,135000
527,2023,MI,FT,Machine Learning Engineer,US,50.0,US,L,135000
375,2023,SE,FT,Data Analytics Manager,US,100.0,US,M,160000
1089,2023,SE,FT,Analytics Engineer,US,,US,M,197000
977,2023,SE,FT,Data Analyst,US,100.0,US,M,122000
2446,2022,EX,FT,Head of Data,US,,US,M,205000
1341,2023,EN,FT,Data Scientist,IN,50.0,IN,L,12767
1786,2023,SE,FT,Data Scientist,US,,US,M,180560
3382,2022,SE,FT,Data Scientist,US,100.0,US,M,210000
1240,2023,MI,FT,Data Analyst,US,,US,M,124000
3681,2020,MI,FT,Data Analyst,PK,50.0,PK,L,8000
8,2023,SE,FT,Data Scientist,CA,,CA,M,141000
824,2023,MI,FT,Data Scientist,US,100.0,US,M,200000
1169,2023,SE,FT,Data Scientist,US,,US,M,225000
756,2023,SE,FT,Data Engineer,US,100.0,US,M,130000
3473,2022,EN,FT,Data Analytics Engineer,PK,,PK,M,20000
2620,2022,SE,FT,Data Science Consultant,US,,US,M,139000
888,2023,MI,FT,Data Scientist,US,100.0,US,M,150000
1743,2023,SE,FT,Data Engineer,US,,US,M,162000
3421,2022,MI,FT,Machine Learning Engineer,US,100.0,US,S,120000
1345,2023,SE,FT,Data Scientist,GB,,GB,M,120250
188,2023,SE,FT,Data Engineer,US,,US,M,160000
3309,2022,SE,FT,Data Engineer,US,100.0,US,M,93700
3589,2021,EN,FT,Data Scientist,IN,100.0,IN,M,28399
390,2023,EX,FT,Data Scientist,US,,US,M,145000
759,2023,SE,FT,Data Operations Engineer,US,100.0,US,M,193000
3030,2022,SE,FT,Data Engineer,US,,US,M,102100
2050,2022,SE,FT,Data Scientist,US,,US,M,128000
1179,2023,SE,FT,Machine Learning Engineer,US,,US,M,139500
240,2023,SE,FT,Data Scientist,US,,US,M,152000
884,2023,EN,FT,Research Scientist,US,,US,M,150000
3342,2022,SE,FT,Data Architect,US,100.0,US,M,266400
1806,2023,SE,FT,Data Engineer,US,100.0,US,M,160000
290,2023,SE,FT,Data Scientist,US,100.0,US,M,175000
1439,2023,SE,FT,Data Engineer,US,,US,M,240000
939,2023,SE,FT,Data Scientist,US,,US,M,156400
1969,2022,SE,FT,Research Scientist,US,,US,M,149850
2394,2022,SE,FT,Data Scientist,US,,US,M,247500
751,2023,EN,FT,Data Analyst,US,100.0,US,M,75000
1039,2023,SE,FT,Data Engineer,US,,US,M,65488
1111,2023,EN,FT,Data Analyst,US,,US,M,48000
1636,2023,SE,FT,Data Scientist,US,,US,M,150000
2182,2022,SE,FT,Data Analyst,US,,US,M,100000
3127,2022,EN,FT,Machine Learning Developer,US,100.0,US,L,180000
1492,2023,SE,FT,Data Engineer,US,,US,M,170000
638,2023,SE,FT,Data Engineer,US,,US,M,132300
635,2023,SE,FT,Data Scientist,US,100.0,US,M,186300
1107,2023,MI,FT,Data Engineer,GB,100.0,GB,L,115447
2858,2022,SE,FT,Data Engineer,US,100.0,US,M,250000
1704,2023,MI,FT,Machine Learning Research Engineer,GB,,GB,L,72914
830,2023,SE,FT,Data Scientist,US,,US,M,175000
334,2023,EN,FT,Data Scientist,US,100.0,US,M,130001
2082,2022,MI,FT,Data Scientist,US,,US,M,120000
3628,2021,SE,FT,Data Scientist,FR,50.0,FR,M,77684
2918,2022,SE,FT,Data Scientist,US,,US,M,136100
3012,2022,SE,FT,Machine Learning Engineer,US,,US,M,193900
3551,2021,SE,FT,Data Analytics Engineer,DE,100.0,DE,L,79197
2155,2022,SE,FT,Data Engineer,US,,US,M,150000
774,2023,SE,FT,Data Engineer,US,,US,M,129000
2003,2022,SE,FT,Data Engineer,US,100.0,US,M,215000
922,2023,SE,FT,Data Engineer,US,,US,M,170000
307,2023,SE,FT,Data Scientist,US,,US,M,180000
152,2023,SE,FT,Analytics Engineer,US,,US,M,143200
654,2023,SE,FT,Data Analyst,US,100.0,US,M,121600
166,2023,SE,FT,Machine Learning Engineer,US,,US,M,150000
1417,2023,SE,FT,Data Scientist,US,,US,M,183000
2989,2022,SE,FT,Data Engineer,US,100.0,US,M,85000
446,2023,SE,FT,Applied Scientist,US,100.0,US,M,184000
63,2023,SE,FT,Data Scientist,US,100.0,US,M,110500
217,2023,EN,FT,Data Engineer,IN,100.0,IN,L,17022
2375,2022,SE,FT,Data Scientist,US,100.0,US,M,135000
695,2023,SE,FT,Data Engineer,US,,US,M,168400
1904,2022,SE,FT,Data Engineer,US,,US,M,129300
2341,2022,SE,FT,Machine Learning Engineer,US,,US,M,142200
3371,2022,SE,FT,Data Engineer,US,100.0,US,M,126000
297,2023,EX,FT,Analytics Engineer,US,100.0,US,M,153000
1900,2022,SE,FT,Machine Learning Engineer,US,,US,M,142200
3566,2021,SE,FT,Machine Learning Engineer,DE,50.0,DE,L,94564
2013,2022,SE,FT,Data Analyst,ES,,ES,M,50432
153,2023,MI,FT,Data Engineer,US,100.0,US,M,100000
871,2023,SE,FT,Machine Learning Engineer,US,,US,M,109400
1997,2022,SE,FT,Data Engineer,US,100.0,US,M,216000
3572,2020,MI,FT,Data Engineer,US,100.0,US,L,106000
3404,2022,SE,FT,Machine Learning Engineer,US,100.0,US,M,220000
19,2023,MI,FT,Data Analyst,US,100.0,US,M,150000
1301,2023,SE,FT,Data Scientist,US,100.0,US,M,90000
2166,2022,SE,FT,Data Analyst,US,100.0,US,M,116000
1748,2023,SE,FT,Research Scientist,US,,US,M,150000
3480,2021,EN,FT,Data Scientist,US,,US,S,100000
836,2023,EN,FT,AI Developer,DE,100.0,DE,L,214618
469,2023,MI,FT,Data Engineer,US,,US,M,146000
3376,2022,SE,FT,Data Scientist,US,100.0,US,M,210000
3685,2020,EN,FT,Data Science Consultant,IN,50.0,IN,M,5707
3203,2022,MI,FT,Data Engineer,GB,100.0,GB,M,86193
1945,2022,SE,FT,Data Scientist,US,,US,M,150000
840,2023,SE,FT,Machine Learning Engineer,US,,US,M,122700
2621,2022,SE,FT,Data Science Consultant,US,,US,M,122000
3196,2022,MI,FT,Data Analyst,GB,100.0,GB,M,49253
3710,2020,EN,,Data Scientist,IT,50.0,IT,S,21669
70,2023,SE,FT,Data Engineer,US,,US,M,115000
2184,2022,MI,FT,Data Analyst,US,,US,M,109000
2566,2022,SE,FT,Data Analyst,US,100.0,US,M,89200
1917,2022,EN,FT,Machine Learning Software Engineer,MA,50.0,MA,S,10000
1035,2023,EX,FT,Head of Data Science,GB,,GB,M,127467
959,2023,SE,FT,Data Scientist,US,,US,M,186000
551,2023,MI,FT,Data Engineer,US,,US,M,149600
2359,2022,SE,FT,Data Science Tech Lead,US,50.0,US,L,375000
76,2023,SE,FT,Data Architect,US,100.0,US,M,280100
3374,2022,SE,FT,Data Scientist,US,100.0,US,M,210000
3096,2022,MI,FT,Data Engineer,GB,,GB,M,61566
1511,2023,SE,FT,Data Engineer,US,100.0,US,M,130000
855,2023,SE,FT,Data Analyst,US,,US,M,106800
14,2023,EN,FT,Applied Scientist,US,,US,L,130760
1094,2023,SE,FT,Data Engineer,US,100.0,US,M,210000
782,2023,SE,FT,Analytics Engineer,US,100.0,US,M,130000
3427,2022,MI,FT,Applied Machine Learning Scientist,BO,100.0,US,L,75000
2399,2022,SE,FT,Data Scientist,US,,US,M,129300
2122,2022,SE,FT,Data Engineer,US,,US,M,100000
151,2023,SE,FT,Analytics Engineer,US,,US,M,230000
107,2023,SE,FT,Analytics Engineer,US,,US,M,152500
490,2023,SE,FT,Data Engineer,US,,US,M,128000
2385,2022,SE,FT,Data Engineer,US,100.0,US,M,150000
2153,2022,SE,FT,ML Engineer,US,100.0,US,M,183000
2091,2022,SE,FT,Data Engineer,US,,US,M,178750
2542,2022,SE,FT,Data Engineer,US,,US,M,160000
2420,2022,MI,FT,Data Engineer,US,100.0,US,M,90000
2327,2022,SE,FT,Data Engineer,US,100.0,US,M,193750
2160,2022,SE,FT,Data Engineer,CA,,CA,M,178000
1443,2022,MI,FT,Data Scientist,US,100.0,US,L,155000
1273,2023,SE,FT,Data Engineer,US,100.0,US,M,160000
1611,2022,MI,FT,Data Scientist,US,100.0,US,L,110000
519,2023,SE,FT,Data Scientist,US,100.0,US,M,275300
2395,2022,SE,FT,Data Scientist,US,,US,M,172200
23,2023,SE,FT,Analytics Engineer,GB,100.0,GB,M,230000
566,2023,SE,FT,Data Scientist,US,100.0,US,M,183500
1299,2023,SE,FT,Data Engineer,US,,US,M,133832
3318,2022,SE,FT,Data Scientist,US,,US,L,205300
3613,2020,SE,FT,Big Data Engineer,GB,50.0,GB,M,109024
3449,2022,SE,FT,Data Scientist,US,100.0,US,M,165000
2171,2022,SE,FT,Data Analyst,US,,US,M,70000
3746,2021,MI,FT,Data Scientist,SG,100.0,IL,M,119059
2890,2022,MI,FT,Data Engineer,GB,100.0,GB,M,98506
392,2023,EN,FT,BI Data Engineer,US,100.0,US,M,60000
930,2023,SE,FT,Data Scientist,US,100.0,US,M,175000
2459,2022,SE,FT,Data Engineer,US,,US,M,150000
2668,2022,SE,FT,Data Analyst,US,100.0,US,M,115934
1065,2023,SE,FT,Data Analyst,US,100.0,US,M,125000
2376,2022,SE,FT,Data Analyst,US,100.0,US,M,115934
1098,2023,SE,FT,Data Scientist,US,,US,M,200160
3192,2022,EX,FT,Head of Machine Learning,IN,50.0,IN,L,76309
1482,2023,MI,FT,Data Analyst,US,,US,M,109000
2742,2022,SE,FT,Data Engineer,US,100.0,US,M,85000
3201,2022,MI,FT,Data Engineer,ES,100.0,ES,M,73546
1246,2023,SE,FT,Data Engineer,US,100.0,US,M,63000
2216,2022,SE,FT,Data Engineer,US,,US,M,185900
2081,2022,MI,FT,Data Scientist,US,,US,M,180000
2001,2022,SE,FT,Data Analyst,US,100.0,US,M,115934
3108,2022,SE,FT,Data Analyst,US,100.0,US,M,109280
2873,2022,SE,FT,Data Scientist,US,,US,M,151800
2750,2022,SE,FT,Data Scientist,US,100.0,US,M,207000
1244,2023,SE,FT,Data Engineer,US,,US,M,87980
1740,2023,SE,FT,Data Engineer,US,100.0,US,M,231250
3642,2020,SE,FT,Lead Data Scientist,US,100.0,US,S,190000
846,2023,MI,FT,Research Scientist,US,100.0,US,M,150000
2056,2022,SE,FT,Data Analyst,US,100.0,US,M,115934
1763,2023,SE,FT,Data Engineer,US,,US,M,160000
480,2023,MI,FT,Machine Learning Scientist,US,,US,M,230000
795,2023,MI,FT,Data Analytics Manager,US,,US,M,155000
3152,2022,SE,FT,Data Science Manager,US,100.0,US,M,300000
1338,2023,MI,FT,Data Engineer,ES,100.0,ES,M,59020
2964,2022,SE,FT,Machine Learning Infrastructure Engineer,US,100.0,US,M,186000
1974,2022,SE,FT,Data Analyst,US,100.0,US,M,104000
2505,2022,SE,FT,Data Engineer,US,100.0,US,M,175000
1507,2023,MI,FT,Data Engineer,US,,US,M,95000
3727,2020,MI,FT,Data Scientist,ES,100.0,ES,M,38776
3,2023,SE,FT,Data Scientist,CA,100.0,CA,M,175000
3103,2022,SE,FT,Data Analyst,US,100.0,US,M,128875
2342,2022,SE,FT,Data Scientist,US,100.0,US,M,205000
1782,2023,SE,FT,Data Scientist,US,,US,M,140000
2532,2022,SE,FT,Data Scientist,US,,US,M,175000
2922,2022,MI,FT,Data Scientist,GB,,GB,M,110820
3490,2022,EN,FT,Data Engineer,US,100.0,US,M,120000
3297,2022,MI,FT,Data Analyst,US,100.0,US,M,115500
1735,2023,SE,FT,Data Analyst,US,100.0,US,M,80000
1124,2023,SE,FT,Machine Learning Engineer,US,100.0,US,M,150000
1372,2023,SE,FT,Data Engineer,US,100.0,US,M,150000
1861,2022,MI,FT,Data Analyst,US,,US,M,150000
2449,2022,SE,FT,Data Analyst,US,,US,M,110600
2767,2022,SE,FT,Data Scientist,US,100.0,US,M,141525
2275,2022,MI,FT,Data Engineer,US,,US,M,120000
1655,2023,MI,FT,Data Analyst,US,,US,M,116000
